Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
MIA,MIA vs. SAS,06/20/2013,W,48,95,36,82,43.9,12,32,37.5,11,16,68.8,11,32,43,14,16,8,4,19,7,
SAS,SAS @ MIA,06/20/2013,L,48,88,31,82,37.8,6,19,31.6,20,22,90.9,12,31,43,13,15,12,3,19,-7,
SAS,SAS @ MIA,06/18/2013,L,53,100,37,85,43.5,5,18,27.8,21,28,75.0,12,33,45,13,15,8,2,21,-3,
MIA,MIA vs. SAS,06/18/2013,W,53,103,38,81,46.9,11,19,57.9,16,21,76.2,12,30,42,23,15,10,6,26,3,
SAS,SAS vs. MIA,06/16/2013,W,48,114,42,70,60.0,9,22,40.9,21,26,80.8,5,31,36,21,19,5,8,21,10,
MIA,MIA @ SAS,06/16/2013,L,48,104,37,86,43.0,11,23,47.8,19,23,82.6,12,22,34,25,15,8,3,24,-10,
MIA,MIA @ SAS,06/13/2013,W,48,109,45,85,52.9,4,12,33.3,15,17,88.2,7,34,41,23,9,13,7,26,16,
SAS,SAS vs. MIA,06/13/2013,L,48,93,31,70,44.3,8,16,50.0,23,31,74.2,5,31,36,21,19,5,4,18,-16,
SAS,SAS vs. MIA,06/11/2013,W,48,113,43,88,48.9,16,32,50.0,11,19,57.9,19,33,52,29,13,10,4,13,36,
MIA,MIA @ SAS,06/11/2013,L,48,77,31,76,40.8,8,18,44.4,7,10,70.0,9,27,36,21,16,9,8,21,-36,
SAS,SAS @ MIA,06/09/2013,L,48,84,32,78,41.0,10,20,50.0,10,14,71.4,15,29,44,16,17,3,4,14,-19,
MIA,MIA vs. SAS,06/09/2013,W,48,103,41,83,49.4,10,19,52.6,11,14,78.6,9,27,36,22,6,9,6,17,19,
MIA,MIA vs. SAS,06/06/2013,L,48,88,34,78,43.6,8,25,32.0,12,17,70.6,9,37,46,20,9,4,2,12,-4,
SAS,SAS @ MIA,06/06/2013,W,48,92,35,84,41.7,7,23,30.4,15,18,83.3,6,31,37,16,4,6,5,12,4,
IND,IND @ MIA,06/03/2013,L,48,76,28,69,40.6,6,20,30.0,14,20,70.0,8,29,37,14,21,3,3,28,-23,
MIA,MIA vs. IND,06/03/2013,W,48,99,30,77,39.0,6,16,37.5,33,38,86.8,15,28,43,14,11,11,5,22,23,
MIA,MIA @ IND,06/01/2013,L,48,77,26,72,36.1,10,18,55.6,15,19,78.9,9,24,33,10,14,10,6,21,-14,
IND,IND vs. MIA,06/01/2013,W,48,91,37,74,50.0,6,11,54.5,11,18,61.1,15,38,53,19,21,5,3,19,14,
MIA,MIA vs. IND,05/30/2013,W,48,90,38,75,50.7,7,18,38.9,7,12,58.3,6,26,32,19,10,6,7,11,11,
IND,IND @ MIA,05/30/2013,L,48,79,31,69,44.9,5,13,38.5,12,15,80.0,6,27,33,11,18,6,5,19,-11,
MIA,MIA @ IND,05/28/2013,L,48,92,30,77,39.0,8,23,34.8,24,27,88.9,12,18,30,15,6,7,5,30,-7,
IND,IND vs. MIA,05/28/2013,W,48,99,35,70,50.0,3,14,21.4,26,33,78.8,15,34,49,18,13,3,5,25,7,
MEM,MEM vs. SAS,05/27/2013,L,48,86,32,86,37.2,5,14,35.7,17,24,70.8,16,25,41,19,13,7,5,22,-7,
SAS,SAS @ MEM,05/27/2013,W,48,93,39,76,51.3,3,13,23.1,12,13,92.3,4,30,34,23,16,10,8,25,7,
MIA,MIA @ IND,05/26/2013,W,48,114,42,77,54.5,6,14,42.9,24,28,85.7,6,30,36,21,5,6,5,30,18,
IND,IND vs. MIA,05/26/2013,L,48,96,29,73,39.7,8,14,57.1,30,44,68.2,18,27,45,16,11,1,3,25,-18,
MEM,MEM vs. SAS,05/25/2013,L,53,93,38,97,39.2,7,20,35.0,10,18,55.6,19,29,48,18,10,10,6,24,-11,
SAS,SAS @ MEM,05/25/2013,W,53,104,41,82,50.0,6,18,33.3,16,22,72.7,13,37,50,20,17,6,7,21,11,
MIA,MIA vs. IND,05/24/2013,L,48,93,34,73,46.6,7,22,31.8,18,26,69.2,10,22,32,14,15,4,4,27,-4,
IND,IND @ MIA,05/24/2013,W,48,97,33,66,50.0,5,12,41.7,26,32,81.3,11,28,39,18,17,6,3,23,4,
IND,IND @ MIA,05/22/2013,L,53,102,37,83,44.6,4,14,28.6,24,32,75.0,17,26,43,18,20,10,2,30,-1,
MIA,MIA vs. IND,05/22/2013,W,53,103,41,86,47.7,5,18,27.8,16,25,64.0,16,22,38,24,21,9,9,28,1,
MEM,MEM @ SAS,05/21/2013,L,53,89,33,97,34.0,5,17,29.4,18,26,69.2,19,41,60,19,12,9,6,22,-4,
SAS,SAS vs. MEM,05/21/2013,W,53,93,36,83,43.4,9,25,36.0,12,17,70.6,4,42,46,29,13,5,12,23,4,
SAS,SAS vs. MEM,05/19/2013,W,48,105,40,76,52.6,14,29,48.3,11,14,78.6,7,26,33,28,11,5,4,18,22,
MEM,MEM @ SAS,05/19/2013,L,48,83,32,74,43.2,5,12,41.7,14,20,70.0,10,25,35,20,12,5,6,17,-22,
NYK,NYK @ IND,05/18/2013,L,48,99,34,85,40.0,13,30,43.3,18,18,100,14,22,36,19,9,3,0,34,-7,
IND,IND vs. NYK,05/18/2013,W,48,106,34,67,50.7,4,15,26.7,34,46,73.9,11,32,43,17,9,4,7,16,7,
GSW,GSW vs. SAS,05/16/2013,L,48,82,33,85,38.8,4,16,25.0,12,19,63.2,11,29,40,18,12,7,3,25,-12,
NYK,NYK vs. IND,05/16/2013,W,48,85,32,78,41.0,7,18,38.9,14,17,82.4,10,30,40,12,11,12,5,30,10,
IND,IND @ NYK,05/16/2013,L,48,75,25,69,36.2,6,19,31.6,19,33,57.6,12,31,43,12,19,6,3,18,-10,
SAS,SAS @ GSW,05/16/2013,W,48,94,33,73,45.2,7,19,36.8,21,25,84.0,6,40,46,27,14,6,4,20,12,
MIA,MIA vs. CHI,05/15/2013,W,48,94,32,70,45.7,6,21,28.6,24,33,72.7,6,26,32,20,10,10,5,24,3,
MEM,MEM @ OKC,05/15/2013,W,48,88,30,81,37.0,3,14,21.4,25,29,86.2,8,38,46,18,10,8,4,17,4,
OKC,OKC vs. MEM,05/15/2013,L,48,84,31,85,36.5,6,25,24.0,16,21,76.2,13,31,44,19,13,3,6,25,-4,
CHI,CHI @ MIA,05/15/2013,L,48,91,33,75,44.0,8,19,42.1,17,24,70.8,15,25,40,14,16,5,5,21,-3,
NYK,NYK @ IND,05/14/2013,L,48,82,31,87,35.6,8,28,28.6,12,14,85.7,11,25,36,14,10,7,9,29,-11,
IND,IND vs. NYK,05/14/2013,W,48,93,31,76,40.8,8,25,32.0,23,30,76.7,16,38,54,17,16,4,8,18,11,
SAS,SAS vs. GSW,05/14/2013,W,48,109,40,77,51.9,10,21,47.6,19,25,76.0,8,30,38,30,10,12,3,20,18,
GSW,GSW @ SAS,05/14/2013,L,48,91,35,75,46.7,6,16,37.5,15,23,65.2,7,29,36,18,14,8,5,20,-18,
CHI,CHI vs. MIA,05/13/2013,L,48,65,19,74,25.7,2,17,11.8,25,32,78.1,19,27,46,12,17,10,3,19,-23,
MIA,MIA @ CHI,05/13/2013,W,48,88,33,68,48.5,6,18,33.3,16,21,76.2,7,29,36,24,17,9,9,23,23,
OKC,OKC @ MEM,05/13/2013,L,53,97,34,79,43.0,9,20,45.0,20,22,90.9,8,36,44,19,15,4,10,30,-6,
MEM,MEM vs. OKC,05/13/2013,W,53,103,36,89,40.4,6,17,35.3,25,29,86.2,13,28,41,18,7,8,7,23,6,
GSW,GSW vs. SAS,05/12/2013,W,53,97,35,92,38.0,7,18,38.9,20,25,80.0,19,46,65,19,18,6,1,26,10,
SAS,SAS @ GSW,05/12/2013,L,53,87,33,93,35.5,7,27,25.9,14,25,56.0,15,36,51,17,12,11,7,25,-10,
MEM,MEM vs. OKC,05/11/2013,W,48,87,30,74,40.5,4,14,28.6,23,28,82.1,5,39,44,16,12,5,6,19,6,
IND,IND vs. NYK,05/11/2013,W,48,82,28,80,35.0,10,33,30.3,16,23,69.6,18,35,53,14,17,7,1,23,11,
OKC,OKC @ MEM,05/11/2013,L,48,81,32,88,36.4,5,18,27.8,12,19,63.2,14,37,51,10,14,7,4,23,-6,
NYK,NYK @ IND,05/11/2013,L,48,71,25,71,35.2,3,11,27.3,18,25,72.0,11,30,41,11,15,7,3,23,-11,
MIA,MIA @ CHI,05/10/2013,W,48,104,35,70,50.0,8,20,40.0,26,30,86.7,9,30,39,21,12,4,4,20,10,
SAS,SAS @ GSW,05/10/2013,W,48,102,40,79,50.6,6,20,30.0,16,23,69.6,8,33,41,21,11,4,3,19,10,
CHI,CHI vs. MIA,05/10/2013,L,48,94,35,77,45.5,7,22,31.8,17,25,68.0,11,26,37,21,11,7,4,30,-10,
GSW,GSW vs. SAS,05/10/2013,L,48,92,35,89,39.3,6,19,31.6,16,20,80.0,16,32,48,20,11,3,1,24,-10,
SAS,SAS vs. GSW,05/08/2013,L,48,91,35,89,39.3,5,21,23.8,16,24,66.7,17,31,48,14,10,7,5,19,-9,
CHI,CHI @ MIA,05/08/2013,L,48,78,27,76,35.5,9,23,39.1,15,21,71.4,12,16,28,17,19,8,0,27,-37,
MIA,MIA vs. CHI,05/08/2013,W,48,115,42,70,60.0,9,18,50.0,22,29,75.9,8,33,41,29,17,9,5,24,37,
GSW,GSW @ SAS,05/08/2013,W,48,100,38,84,45.2,11,23,47.8,13,20,65.0,13,37,50,19,10,6,4,20,9,
IND,IND @ NYK,05/07/2013,L,48,79,30,66,45.5,8,25,32.0,11,18,61.1,7,28,35,19,21,4,5,18,-26,
NYK,NYK vs. IND,05/07/2013,W,48,105,44,89,49.4,10,30,33.3,7,10,70.0,13,24,37,20,7,11,4,20,26,
OKC,OKC vs. MEM,05/07/2013,L,48,93,30,70,42.9,9,24,37.5,24,27,88.9,8,27,35,17,21,3,7,26,-6,
MEM,MEM @ OKC,05/07/2013,W,48,99,36,86,41.9,4,15,26.7,23,32,71.9,16,27,43,22,11,13,2,23,6,
GSW,GSW @ SAS,05/06/2013,L,58,127,51,100,51.0,11,30,36.7,14,24,58.3,12,43,55,23,21,8,5,29,-2,
CHI,CHI @ MIA,05/06/2013,W,48,93,31,71,43.7,7,18,38.9,24,29,82.8,9,37,46,20,16,5,3,20,7,
SAS,SAS vs. GSW,05/06/2013,W,58,129,46,105,43.8,13,26,50.0,24,28,85.7,13,32,45,26,14,9,3,21,2,
MIA,MIA vs. CHI,05/06/2013,L,48,86,31,78,39.7,7,24,29.2,17,25,68.0,7,25,32,20,9,8,8,24,-7,
