Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
LAL,LAL vs. SAS,05/29/2008,W,48,100,38,85,44.7,8,21,38.1,16,18,88.9,11,31,42,16,9,9,6,19,8,
SAS,SAS @ LAL,05/29/2008,L,48,92,36,74,48.6,7,15,46.7,13,18,72.2,6,33,39,22,14,5,3,21,-8,
DET,DET @ BOS,05/28/2008,L,48,102,31,67,46.3,11,21,52.4,29,38,76.3,5,20,25,23,17,8,5,30,-4,
BOS,BOS vs. DET,05/28/2008,W,48,106,37,73,50.7,8,15,53.3,24,30,80.0,11,31,42,25,17,8,3,21,4,
SAS,SAS vs. LAL,05/27/2008,L,48,91,30,75,40.0,7,24,29.2,24,26,92.3,8,29,37,22,9,7,4,21,-2,
LAL,LAL @ SAS,05/27/2008,W,48,93,38,85,44.7,3,14,21.4,14,19,73.7,13,33,46,17,14,5,3,24,2,
BOS,BOS @ DET,05/26/2008,L,48,75,21,66,31.8,1,9,11.1,32,39,82.1,11,27,38,12,14,3,3,24,-19,
DET,DET vs. BOS,05/26/2008,W,48,94,36,70,51.4,2,9,22.2,20,26,76.9,9,25,34,27,9,7,10,32,19,
LAL,LAL @ SAS,05/25/2008,L,48,84,35,82,42.7,6,17,35.3,8,17,47.1,8,34,42,13,14,5,0,22,-19,
SAS,SAS vs. LAL,05/25/2008,W,48,103,38,74,51.4,10,18,55.6,17,23,73.9,3,36,39,22,12,4,4,19,19,
BOS,BOS @ DET,05/24/2008,W,48,94,32,69,46.4,5,14,35.7,25,30,83.3,14,30,44,20,16,6,3,24,14,
DET,DET vs. BOS,05/24/2008,L,48,80,28,73,38.4,1,13,7.7,23,26,88.5,10,18,28,15,11,11,9,25,-14,
LAL,LAL vs. SAS,05/23/2008,W,48,101,39,71,54.9,5,18,27.8,18,20,90.0,3,41,44,20,14,8,7,15,30,
SAS,SAS @ LAL,05/23/2008,L,48,71,30,87,34.5,6,23,26.1,5,10,50.0,9,27,36,20,15,7,1,18,-30,
BOS,BOS vs. DET,05/22/2008,L,48,97,35,72,48.6,5,19,26.3,22,25,88.0,13,26,39,19,13,5,6,22,-6,
DET,DET @ BOS,05/22/2008,W,48,103,35,71,49.3,5,10,50.0,28,32,87.5,9,22,31,21,11,9,4,19,6,
SAS,SAS @ LAL,05/21/2008,L,48,85,34,84,40.5,5,20,25.0,12,17,70.6,9,33,42,16,12,7,5,21,-4,
LAL,LAL vs. SAS,05/21/2008,W,48,89,35,81,43.2,4,10,40.0,15,18,83.3,6,35,41,18,10,7,6,16,4,
DET,DET @ BOS,05/20/2008,L,48,79,28,66,42.4,4,11,36.4,19,27,70.4,8,29,37,15,13,7,1,20,-9,
BOS,BOS vs. DET,05/20/2008,W,48,88,36,69,52.2,2,9,22.2,14,21,66.7,5,32,37,27,11,10,3,21,9,
SAS,SAS @ NOH,05/19/2008,W,48,91,30,76,39.5,12,28,42.9,19,21,90.5,13,38,51,19,14,5,2,19,9,
NOH,NOH vs. SAS,05/19/2008,L,48,82,33,82,40.2,4,17,23.5,12,17,70.6,11,31,42,18,9,10,2,20,-9,
CLE,CLE @ BOS,05/18/2008,L,48,92,30,67,44.8,7,22,31.8,25,35,71.4,9,20,29,13,14,3,2,28,-5,
BOS,BOS vs. CLE,05/18/2008,W,48,97,32,67,47.8,5,12,41.7,28,34,82.4,10,29,39,20,11,7,3,26,5,
BOS,BOS @ CLE,05/16/2008,L,48,69,27,68,39.7,4,16,25.0,11,13,84.6,7,30,37,19,17,8,5,25,-5,
CLE,CLE vs. BOS,05/16/2008,W,48,74,24,73,32.9,5,16,31.3,21,25,84.0,16,29,45,10,16,5,7,16,5,
UTA,UTA vs. LAL,05/16/2008,L,48,105,37,97,38.1,9,24,37.5,22,25,88.0,20,32,52,22,11,8,6,26,-3,
LAL,LAL @ UTA,05/16/2008,W,48,108,35,70,50.0,7,11,63.6,31,38,81.6,5,33,38,19,14,6,8,24,3,
SAS,SAS vs. NOH,05/15/2008,W,48,99,38,77,49.4,11,21,52.4,12,18,66.7,7,38,45,28,12,4,3,21,19,
NOH,NOH @ SAS,05/15/2008,L,48,80,33,80,41.3,2,9,22.2,12,13,92.3,6,34,40,13,9,7,4,19,-19,
LAL,LAL vs. UTA,05/14/2008,W,48,111,35,74,47.3,7,20,35.0,34,42,81.0,11,23,34,24,14,9,8,20,7,
CLE,CLE @ BOS,05/14/2008,L,48,89,29,65,44.6,3,16,18.8,28,41,68.3,7,23,30,11,16,8,5,18,-7,
UTA,UTA @ LAL,05/14/2008,L,48,104,37,81,45.7,6,17,35.3,24,28,85.7,17,27,44,23,19,9,4,31,-7,
BOS,BOS vs. CLE,05/14/2008,W,48,96,37,77,48.1,5,15,33.3,17,23,73.9,12,26,38,25,14,7,7,27,7,
NOH,NOH vs. SAS,05/13/2008,W,48,101,34,76,44.7,8,15,53.3,25,33,75.8,12,38,50,24,6,8,8,23,22,
ORL,ORL @ DET,05/13/2008,L,48,86,31,64,48.4,8,22,36.4,16,28,57.1,12,34,46,14,21,1,4,27,-5,
SAS,SAS @ NOH,05/13/2008,L,48,79,29,77,37.7,9,23,39.1,12,18,66.7,10,31,41,20,11,1,2,30,-22,
DET,DET vs. ORL,05/13/2008,W,48,91,30,83,36.1,3,14,21.4,28,32,87.5,15,23,38,16,3,12,3,24,5,
BOS,BOS @ CLE,05/12/2008,L,48,77,27,70,38.6,3,14,21.4,20,26,76.9,6,32,38,16,8,3,4,17,-11,
CLE,CLE vs. BOS,05/12/2008,W,48,88,35,77,45.5,6,17,35.3,12,18,66.7,8,34,42,24,7,5,2,17,11,
SAS,SAS vs. NOH,05/11/2008,W,48,100,39,76,51.3,8,26,30.8,14,20,70.0,8,37,45,27,15,8,6,18,20,
UTA,UTA vs. LAL,05/11/2008,W,53,123,40,76,52.6,6,17,35.3,37,45,82.2,7,34,41,32,14,7,10,27,8,
LAL,LAL @ UTA,05/11/2008,L,53,115,46,97,47.4,9,26,34.6,14,25,56.0,12,29,41,20,12,8,6,33,-8,
NOH,NOH @ SAS,05/11/2008,L,48,80,33,82,40.2,5,15,33.3,9,12,75.0,10,26,36,12,13,11,5,17,-20,
DET,DET @ ORL,05/10/2008,W,48,90,36,79,45.6,4,13,30.8,14,15,93.3,12,27,39,18,10,9,3,23,1,
ORL,ORL vs. DET,05/10/2008,L,48,89,34,73,46.6,10,18,55.6,11,17,64.7,10,25,35,13,12,6,4,19,-1,
BOS,BOS @ CLE,05/10/2008,L,48,84,30,74,40.5,5,16,31.3,19,24,79.2,12,21,33,18,12,5,3,27,-24,
CLE,CLE vs. BOS,05/10/2008,W,48,108,37,69,53.6,10,19,52.6,24,33,72.7,11,26,37,29,12,6,7,21,24,
UTA,UTA vs. LAL,05/09/2008,W,48,104,39,78,50.0,6,16,37.5,20,28,71.4,12,23,35,21,12,7,2,28,5,
LAL,LAL @ UTA,05/09/2008,L,48,99,32,66,48.5,5,23,21.7,30,37,81.1,10,22,32,14,18,8,6,23,-5,
CLE,CLE @ BOS,05/08/2008,L,48,73,26,73,35.6,2,13,15.4,19,27,70.4,10,29,39,18,15,4,7,27,-16,
NOH,NOH @ SAS,05/08/2008,L,48,99,41,83,49.4,2,11,18.2,15,21,71.4,11,30,41,15,10,4,7,21,-11,
SAS,SAS vs. NOH,05/08/2008,W,48,110,41,85,48.2,11,25,44.0,17,21,81.0,13,30,43,28,10,3,7,20,11,
BOS,BOS vs. CLE,05/08/2008,W,48,89,29,72,40.3,3,14,21.4,28,38,73.7,12,33,45,20,12,11,2,26,16,
LAL,LAL vs. UTA,05/07/2008,W,48,120,39,68,57.4,7,11,63.6,35,43,81.4,4,33,37,23,16,6,9,20,10,
DET,DET @ ORL,05/07/2008,L,48,86,31,77,40.3,2,10,20.0,22,28,78.6,9,26,35,12,11,7,3,20,-25,
UTA,UTA @ LAL,05/07/2008,L,48,110,45,101,44.6,7,18,38.9,13,16,81.3,16,25,41,27,12,9,1,30,-10,
ORL,ORL vs. DET,05/07/2008,W,48,111,42,78,53.8,11,24,45.8,16,23,69.6,7,34,41,18,11,6,8,23,25,
CLE,CLE @ BOS,05/06/2008,L,48,72,23,75,30.7,4,18,22.2,22,26,84.6,13,28,41,19,18,12,4,21,-4,
BOS,BOS vs. CLE,05/06/2008,W,48,76,29,68,42.6,4,14,28.6,14,18,77.8,8,35,43,18,23,5,2,20,4,
SAS,SAS @ NOH,05/05/2008,L,48,84,31,73,42.5,8,27,29.6,14,19,73.7,9,31,40,24,15,3,4,21,-18,
DET,DET vs. ORL,05/05/2008,W,48,100,36,76,47.4,4,12,33.3,24,28,85.7,8,27,35,23,10,9,5,22,7,
NOH,NOH vs. SAS,05/05/2008,W,48,102,36,75,48.0,10,17,58.8,20,24,83.3,7,34,41,22,9,6,2,19,18,
ORL,ORL @ DET,05/05/2008,L,48,93,32,73,43.8,11,26,42.3,18,23,78.3,15,25,40,16,19,3,2,23,-7,
LAL,LAL vs. UTA,05/04/2008,W,48,109,33,73,45.2,5,10,50.0,38,46,82.6,8,33,41,24,13,11,8,27,11,
BOS,BOS vs. ATL,05/04/2008,W,48,99,40,84,47.6,3,18,16.7,16,19,84.2,14,32,46,20,8,11,10,19,34,
ATL,ATL @ BOS,05/04/2008,L,48,65,24,82,29.3,6,12,50.0,11,16,68.8,19,27,46,11,17,2,5,17,-34,
UTA,UTA @ LAL,05/04/2008,L,48,98,36,95,37.9,4,19,21.1,22,30,73.3,25,33,58,21,13,5,9,33,-11,
DET,DET vs. ORL,05/03/2008,W,48,91,36,84,42.9,3,8,37.5,16,18,88.9,11,36,47,21,6,5,8,17,19,
NOH,NOH vs. SAS,05/03/2008,W,48,101,43,86,50.0,4,10,40.0,11,15,73.3,16,34,50,23,8,11,5,17,19,
ORL,ORL @ DET,05/03/2008,L,48,72,30,74,40.5,2,15,13.3,10,20,50.0,9,31,40,15,13,5,5,23,-19,
SAS,SAS @ NOH,05/03/2008,L,48,82,29,71,40.8,12,31,38.7,12,21,57.1,8,26,34,19,13,6,4,16,-19,
ATL,ATL vs. BOS,05/02/2008,W,48,103,33,69,47.8,1,7,14.3,36,47,76.6,13,25,38,25,13,4,7,23,3,
CLE,CLE @ WAS,05/02/2008,W,48,105,40,81,49.4,11,24,45.8,14,17,82.4,13,32,45,29,7,4,6,20,17,
UTA,UTA vs. HOU,05/02/2008,W,48,113,41,88,46.6,10,22,45.5,21,25,84.0,17,32,49,19,5,5,6,25,22,
HOU,HOU @ UTA,05/02/2008,L,48,91,30,77,39.0,6,23,26.1,25,36,69.4,13,27,40,10,9,4,7,21,-22,
WAS,WAS vs. CLE,05/02/2008,L,48,88,31,78,39.7,5,21,23.8,21,26,80.8,15,27,42,11,9,4,8,18,-17,
BOS,BOS @ ATL,05/02/2008,L,48,100,38,82,46.3,4,19,21.1,20,25,80.0,14,21,35,25,9,5,6,33,-3,
PHI,PHI vs. DET,05/01/2008,L,48,77,25,74,33.8,3,13,23.1,24,36,66.7,15,19,34,12,11,11,2,16,-23,
DET,DET @ PHI,05/01/2008,W,48,100,39,67,58.2,9,16,56.3,13,16,81.3,7,32,39,28,18,4,2,26,23,
BOS,BOS vs. ATL,04/30/2008,W,48,110,45,84,53.6,9,20,45.0,11,15,73.3,13,26,39,28,11,5,9,22,25,
CLE,CLE vs. WAS,04/30/2008,L,48,87,27,75,36.0,9,25,36.0,24,32,75.0,12,28,40,18,14,5,7,20,-1,
WAS,WAS @ CLE,04/30/2008,W,48,88,31,76,40.8,7,19,36.8,19,25,76.0,11,28,39,13,14,6,3,24,1,
ATL,ATL @ BOS,04/30/2008,L,48,85,28,69,40.6,4,13,30.8,25,29,86.2,8,20,28,16,14,6,3,19,-25,
PHI,PHI @ DET,04/29/2008,L,48,81,30,71,42.3,2,7,28.6,19,24,79.2,9,25,34,13,18,12,5,13,-17,
DET,DET vs. PHI,04/29/2008,W,48,98,43,74,58.1,6,13,46.2,6,12,50.0,10,24,34,27,17,8,12,19,17,
HOU,HOU vs. UTA,04/29/2008,W,48,95,37,79,46.8,6,18,33.3,15,19,78.9,11,35,46,19,13,10,4,18,26,
PHX,PHX @ SAS,04/29/2008,L,48,87,31,74,41.9,5,19,26.3,20,37,54.1,10,34,44,14,14,6,7,27,-5,
UTA,UTA @ HOU,04/29/2008,L,48,69,27,74,36.5,2,9,22.2,13,23,56.5,12,26,38,15,18,8,5,17,-26,
NOH,NOH vs. DAL,04/29/2008,W,48,99,38,78,48.7,8,14,57.1,15,20,75.0,12,30,42,23,8,6,6,18,5,
SAS,SAS vs. PHX,04/29/2008,W,48,92,33,84,39.3,2,6,33.3,24,30,80.0,13,37,50,14,10,6,5,33,5,
DAL,DAL @ NOH,04/29/2008,L,48,94,35,82,42.7,9,26,34.6,15,19,78.9,15,26,41,25,8,2,3,18,-5,
DEN,DEN vs. LAL,04/28/2008,L,48,101,39,88,44.3,4,21,19.0,19,24,79.2,17,33,50,20,16,8,4,29,-6,
TOR,TOR @ ORL,04/28/2008,L,48,92,35,85,41.2,8,22,36.4,14,17,82.4,9,28,37,20,6,9,1,24,-10,
LAL,LAL @ DEN,04/28/2008,W,48,107,40,87,46.0,8,22,36.4,19,30,63.3,15,30,45,20,12,7,9,20,6,
BOS,BOS @ ATL,04/28/2008,L,48,92,35,85,41.2,12,23,52.2,10,18,55.6,15,21,36,26,11,11,3,24,-5,
ATL,ATL vs. BOS,04/28/2008,W,48,97,32,67,47.8,4,18,22.2,29,33,87.9,8,29,37,16,18,4,8,22,5,
ORL,ORL vs. TOR,04/28/2008,W,48,102,35,78,44.9,9,32,28.1,23,28,82.1,16,39,55,21,13,3,3,14,10,
DAL,DAL vs. NOH,04/27/2008,L,48,84,32,89,36.0,8,25,32.0,12,16,75.0,16,31,47,12,11,2,4,19,-13,
DET,DET @ PHI,04/27/2008,W,48,93,34,80,42.5,6,16,37.5,19,22,86.4,15,24,39,24,15,10,3,23,9,
PHI,PHI vs. DET,04/27/2008,L,48,84,31,67,46.3,3,9,33.3,19,27,70.4,9,30,39,21,19,4,4,21,-9,
PHX,PHX vs. SAS,04/27/2008,W,48,105,38,89,42.7,9,20,45.0,20,27,74.1,12,35,47,20,8,6,9,23,19,
CLE,CLE @ WAS,04/27/2008,W,48,100,32,78,41.0,13,28,46.4,23,33,69.7,18,33,51,23,19,10,2,27,3,
WAS,WAS vs. CLE,04/27/2008,L,48,97,32,70,45.7,7,19,36.8,26,33,78.8,6,25,31,18,13,10,3,24,-3,
NOH,NOH @ DAL,04/27/2008,W,48,97,38,76,50.0,4,10,40.0,17,21,81.0,5,37,42,12,9,5,4,18,13,
SAS,SAS @ PHX,04/27/2008,L,48,86,32,82,39.0,4,11,36.4,18,24,75.0,12,34,46,12,15,1,3,27,-19,
TOR,TOR vs. ORL,04/26/2008,L,48,94,40,92,43.5,2,15,13.3,12,17,70.6,12,30,42,24,9,9,4,25,-12,
UTA,UTA vs. HOU,04/26/2008,W,48,86,31,72,43.1,0,14,0.0,24,31,77.4,10,38,48,16,12,7,8,22,4,
LAL,LAL @ DEN,04/26/2008,W,48,102,37,80,46.3,8,23,34.8,20,33,60.6,5,34,39,26,11,9,6,17,18,
ORL,ORL @ TOR,04/26/2008,W,48,106,37,75,49.3,11,29,37.9,21,31,67.7,13,35,48,22,18,6,10,16,12,
DEN,DEN vs. LAL,04/26/2008,L,48,84,32,86,37.2,5,20,25.0,15,19,78.9,15,38,53,22,16,3,5,23,-18,
BOS,BOS @ ATL,04/26/2008,L,48,93,32,72,44.4,6,17,35.3,23,25,92.0,9,26,35,24,11,7,2,23,-9,
HOU,HOU @ UTA,04/26/2008,L,48,82,29,79,36.7,7,22,31.8,17,25,68.0,11,30,41,14,10,7,4,25,-4,
ATL,ATL vs. BOS,04/26/2008,W,48,102,36,76,47.4,10,18,55.6,20,27,74.1,12,31,43,28,12,6,4,20,9,
SAS,SAS @ PHX,04/25/2008,W,48,115,46,82,56.1,6,15,40.0,17,19,89.5,6,31,37,21,11,6,5,26,16,
PHX,PHX vs. SAS,04/25/2008,L,48,99,40,81,49.4,2,6,33.3,17,29,58.6,9,27,36,20,9,3,4,17,-16,
NOH,NOH @ DAL,04/25/2008,L,48,87,33,87,37.9,8,16,50.0,13,13,100,14,29,43,18,10,2,5,27,-10,
PHI,PHI vs. DET,04/25/2008,W,48,95,34,74,45.9,1,7,14.3,26,31,83.9,11,32,43,21,17,15,4,25,20,
DAL,DAL vs. NOH,04/25/2008,W,48,97,32,75,42.7,5,17,29.4,28,38,73.7,14,38,52,20,8,6,7,16,10,
DET,DET @ PHI,04/25/2008,L,48,75,27,66,40.9,3,15,20.0,18,26,69.2,7,27,34,18,25,6,8,28,-20,
CLE,CLE @ WAS,04/24/2008,L,48,72,29,73,39.7,2,16,12.5,12,23,52.2,15,26,41,17,23,4,3,30,-36,
WAS,WAS vs. CLE,04/24/2008,W,48,108,38,73,52.1,8,19,42.1,24,33,72.7,5,31,36,20,11,13,5,17,36,
ORL,ORL @ TOR,04/24/2008,L,48,94,34,73,46.6,6,27,22.2,20,27,74.1,10,24,34,15,14,5,1,21,-14,
TOR,TOR vs. ORL,04/24/2008,W,48,108,42,85,49.4,12,34,35.3,12,14,85.7,13,29,42,31,12,7,5,24,14,
UTA,UTA vs. HOU,04/24/2008,L,48,92,32,70,45.7,8,17,47.1,20,33,60.6,13,26,39,20,12,3,7,24,-2,
HOU,HOU @ UTA,04/24/2008,W,48,94,36,81,44.4,6,16,37.5,16,22,72.7,16,27,43,20,9,7,7,26,2,
ATL,ATL @ BOS,04/23/2008,L,48,77,23,60,38.3,0,5,0.0,31,40,77.5,5,30,35,10,22,4,5,22,-19,
LAL,LAL vs. DEN,04/23/2008,W,48,122,46,91,50.5,12,28,42.9,18,24,75.0,12,29,41,33,12,5,3,25,15,
DET,DET vs. PHI,04/23/2008,W,48,105,45,82,54.9,4,12,33.3,11,15,73.3,14,28,42,26,15,3,6,22,17,
PHI,PHI @ DET,04/23/2008,L,48,88,32,81,39.5,1,6,16.7,23,35,65.7,19,15,34,12,10,5,3,16,-17,
BOS,BOS vs. ATL,04/23/2008,W,48,96,35,84,41.7,7,18,38.9,19,26,73.1,13,32,45,23,14,15,3,33,19,
DEN,DEN @ LAL,04/23/2008,L,48,107,37,84,44.0,4,19,21.1,29,36,80.6,15,30,45,12,14,7,5,26,-15,
PHX,PHX @ SAS,04/22/2008,L,48,96,37,80,46.3,4,13,30.8,18,29,62.1,6,33,39,16,13,5,7,19,-6,
DAL,DAL @ NOH,04/22/2008,L,48,103,33,70,47.1,7,14,50.0,30,39,76.9,10,28,38,21,16,6,1,28,-24,
ORL,ORL vs. TOR,04/22/2008,W,48,104,38,89,42.7,9,31,29.0,19,23,82.6,16,32,48,19,13,10,5,20,1,
TOR,TOR @ ORL,04/22/2008,L,48,103,37,81,45.7,11,29,37.9,18,20,90.0,7,33,40,21,15,4,1,23,-1,
SAS,SAS vs. PHX,04/22/2008,W,48,102,40,83,48.2,4,11,36.4,18,25,72.0,7,35,42,17,12,8,7,22,6,
NOH,NOH vs. DAL,04/22/2008,W,48,127,48,79,60.8,10,18,55.6,21,28,75.0,4,27,31,30,7,9,5,25,24,
CLE,CLE vs. WAS,04/21/2008,W,48,116,42,81,51.9,10,19,52.6,22,33,66.7,14,35,49,27,11,6,6,25,30,
WAS,WAS @ CLE,04/21/2008,L,48,86,27,72,37.5,3,16,18.8,29,40,72.5,11,23,34,16,14,6,7,28,-30,
UTA,UTA @ HOU,04/21/2008,W,48,90,34,77,44.2,7,17,41.2,15,21,71.4,12,34,46,19,13,6,6,20,6,
HOU,HOU vs. UTA,04/21/2008,L,48,84,32,77,41.6,4,19,21.1,16,26,61.5,9,32,41,15,10,5,7,19,-6,
DET,DET vs. PHI,04/20/2008,L,48,86,32,82,39.0,4,12,33.3,18,23,78.3,20,23,43,16,13,7,10,24,-4,
ORL,ORL vs. TOR,04/20/2008,W,48,114,41,77,53.2,13,29,44.8,19,23,82.6,9,33,42,21,11,3,7,19,14,
TOR,TOR @ ORL,04/20/2008,L,48,100,32,85,37.6,9,20,45.0,27,28,96.4,8,27,35,24,8,7,1,18,-14,
LAL,LAL vs. DEN,04/20/2008,W,48,128,46,92,50.0,9,20,45.0,27,32,84.4,13,32,45,33,13,7,7,28,14,
ATL,ATL @ BOS,04/20/2008,L,48,81,29,76,38.2,3,14,21.4,20,28,71.4,16,25,41,16,15,4,8,18,-23,
PHI,PHI @ DET,04/20/2008,W,48,90,35,81,43.2,1,5,20.0,19,27,70.4,18,27,45,16,14,6,4,24,4,
BOS,BOS vs. ATL,04/20/2008,W,48,104,38,81,46.9,9,16,56.3,19,24,79.2,13,27,40,22,10,6,7,21,23,
DEN,DEN @ LAL,04/20/2008,L,48,114,43,96,44.8,5,12,41.7,23,37,62.2,19,28,47,20,12,7,5,24,-14,
DAL,DAL @ NOH,04/19/2008,L,48,92,26,78,33.3,7,22,31.8,33,38,86.8,17,31,48,19,15,4,5,22,-12,
CLE,CLE vs. WAS,04/19/2008,W,48,93,30,76,39.5,5,19,26.3,28,37,75.7,7,36,43,24,8,6,5,17,7,
HOU,HOU vs. UTA,04/19/2008,L,48,82,29,79,36.7,6,22,27.3,18,29,62.1,18,23,41,15,14,8,4,18,-11,
SAS,SAS vs. PHX,04/19/2008,W,58,117,48,95,50.5,6,17,35.3,15,23,65.2,12,31,43,15,17,9,5,30,2,
WAS,WAS @ CLE,04/19/2008,L,48,86,33,82,40.2,6,24,25.0,14,17,82.4,10,32,42,16,13,4,3,26,-7,
UTA,UTA @ HOU,04/19/2008,W,48,93,38,73,52.1,5,10,50.0,12,19,63.2,13,28,41,22,14,4,5,23,11,
PHX,PHX @ SAS,04/19/2008,L,58,115,44,88,50.0,5,16,31.3,22,30,73.3,10,32,42,24,18,6,8,27,-2,
NOH,NOH vs. DAL,04/19/2008,W,48,104,41,88,46.6,4,16,25.0,18,26,69.2,15,32,47,21,8,8,8,24,12,
