Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
OKC,OKC vs. MEM,05/15/2011,W,48,105,37,77,48.1,11,28,39.3,20,23,87.0,14,30,44,25,13,7,11,19,15,
CHI,CHI vs. MIA,05/15/2011,W,48,103,38,87,43.7,10,21,47.6,17,20,85.0,19,26,45,23,10,11,5,13,21,
MEM,MEM @ OKC,05/15/2011,L,48,90,35,88,39.8,5,15,33.3,15,19,78.9,16,23,39,13,10,6,5,20,-15,
MEM,MEM vs. OKC,05/13/2011,W,48,95,36,83,43.4,5,16,31.3,18,22,81.8,7,34,41,20,11,10,5,22,12,
OKC,OKC @ MEM,05/13/2011,L,48,83,31,74,41.9,4,25,16.0,17,24,70.8,6,35,41,15,16,4,6,21,-12,
ATL,ATL vs. CHI,05/12/2011,L,48,73,27,74,36.5,1,11,9.1,18,25,72.0,9,26,35,14,13,8,3,12,-20,
CHI,CHI @ ATL,05/12/2011,W,48,93,41,77,53.2,3,13,23.1,8,10,80.0,6,29,35,34,11,7,6,22,20,
MEM,MEM @ OKC,05/11/2011,L,48,72,28,78,35.9,2,8,25.0,14,23,60.9,8,25,33,15,15,8,7,19,-27,
OKC,OKC vs. MEM,05/11/2011,W,48,99,37,78,47.4,9,20,45.0,16,21,76.2,15,35,50,22,18,7,5,26,27,
BOS,BOS @ MIA,05/11/2011,L,48,87,33,67,49.3,7,15,46.7,14,20,70.0,4,26,30,15,17,5,5,25,-10,
MIA,MIA vs. BOS,05/11/2011,W,48,97,32,69,46.4,7,19,36.8,26,38,68.4,8,30,38,13,13,7,3,19,10,
ATL,ATL @ CHI,05/10/2011,L,48,83,34,71,47.9,1,12,8.3,14,17,82.4,8,25,33,20,11,2,5,21,-12,
CHI,CHI vs. ATL,05/10/2011,W,48,95,35,72,48.6,4,14,28.6,21,28,75.0,10,27,37,21,11,5,3,16,12,
MIA,MIA @ BOS,05/09/2011,W,53,98,35,79,44.3,3,13,23.1,25,28,89.3,10,35,45,10,17,10,2,24,8,
MEM,MEM vs. OKC,05/09/2011,L,63,123,40,111,36.0,6,23,26.1,37,40,92.5,24,31,55,24,19,8,9,36,-10,
OKC,OKC @ MEM,05/09/2011,W,63,133,43,95,45.3,5,24,20.8,42,50,84.0,16,38,54,16,18,9,8,31,10,
BOS,BOS vs. MIA,05/09/2011,L,53,90,30,70,42.9,5,16,31.3,25,29,86.2,3,25,28,15,18,9,4,23,-8,
CHI,CHI @ ATL,05/08/2011,L,48,88,32,78,41.0,3,16,18.8,21,27,77.8,12,25,37,19,13,6,10,20,-12,
LAL,LAL @ DAL,05/08/2011,L,48,86,31,82,37.8,5,24,20.8,19,26,73.1,15,24,39,16,16,11,2,21,-36,
DAL,DAL vs. LAL,05/08/2011,W,48,122,44,73,60.3,20,32,62.5,14,19,73.7,6,34,40,32,20,11,2,23,36,
ATL,ATL vs. CHI,05/08/2011,W,48,100,40,81,49.4,4,11,36.4,16,20,80.0,7,29,36,23,13,6,7,19,12,
OKC,OKC @ MEM,05/07/2011,L,53,93,34,93,36.6,4,21,19.0,21,23,91.3,18,35,53,19,14,6,10,30,-8,
BOS,BOS vs. MIA,05/07/2011,W,48,97,37,74,50.0,9,18,50.0,14,17,82.4,10,29,39,27,13,7,4,17,16,
MEM,MEM vs. OKC,05/07/2011,W,53,101,34,90,37.8,3,10,30.0,30,44,68.2,20,35,55,17,9,9,9,17,8,
MIA,MIA @ BOS,05/07/2011,L,48,81,31,73,42.5,5,23,21.7,14,19,73.7,12,24,36,20,15,9,9,16,-16,
DAL,DAL vs. LAL,05/06/2011,W,48,98,31,67,46.3,12,29,41.4,24,29,82.8,8,31,39,22,14,4,5,18,6,
LAL,LAL @ DAL,05/06/2011,L,48,92,39,82,47.6,3,13,23.1,11,14,78.6,13,24,37,19,11,6,1,26,-6,
CHI,CHI @ ATL,05/06/2011,W,48,99,37,79,46.8,10,20,50.0,15,18,83.3,18,29,47,18,12,7,9,20,17,
ATL,ATL vs. CHI,05/06/2011,L,48,82,33,70,47.1,1,6,16.7,15,25,60.0,9,25,34,18,12,4,4,15,-17,
DAL,DAL @ LAL,05/04/2011,W,48,93,34,81,42.0,8,25,32.0,17,21,81.0,11,28,39,20,11,4,4,16,12,
CHI,CHI vs. ATL,05/04/2011,W,48,86,33,84,39.3,5,22,22.7,15,18,83.3,14,44,58,19,14,6,5,17,13,
LAL,LAL vs. DAL,05/04/2011,L,48,81,34,83,41.0,2,20,10.0,11,20,55.0,13,31,44,18,10,8,5,20,-12,
ATL,ATL @ CHI,05/04/2011,L,48,73,26,77,33.8,3,13,23.1,18,24,75.0,10,29,39,14,12,10,10,15,-13,
MEM,MEM @ OKC,05/03/2011,L,48,102,35,79,44.3,4,11,36.4,28,34,82.4,13,25,38,19,16,8,7,23,-9,
MIA,MIA vs. BOS,05/03/2011,W,48,102,34,75,45.3,7,16,43.8,27,36,75.0,12,32,44,15,10,6,9,22,11,
OKC,OKC vs. MEM,05/03/2011,W,48,111,38,72,52.8,8,14,57.1,27,33,81.8,7,27,34,17,16,11,5,27,9,
BOS,BOS @ MIA,05/03/2011,L,48,91,34,79,43.0,6,11,54.5,17,22,77.3,10,28,38,18,12,7,2,24,-11,
DAL,DAL @ LAL,05/02/2011,W,48,96,39,79,49.4,9,20,45.0,9,11,81.8,5,35,40,30,11,8,8,17,2,
CHI,CHI vs. ATL,05/02/2011,L,48,95,37,83,44.6,8,18,44.4,13,16,81.3,10,27,37,21,11,7,7,16,-8,
ATL,ATL @ CHI,05/02/2011,W,48,103,40,78,51.3,7,13,53.8,16,20,80.0,9,29,38,20,10,8,8,17,8,
LAL,LAL vs. DAL,05/02/2011,L,48,94,36,84,42.9,5,19,26.3,17,20,85.0,11,33,44,21,11,9,8,12,-2,
OKC,OKC vs. MEM,05/01/2011,L,48,101,35,78,44.9,6,14,42.9,25,32,78.1,16,26,42,16,18,6,8,25,-13,
MIA,MIA vs. BOS,05/01/2011,W,48,99,32,68,47.1,9,19,47.4,26,32,81.3,5,34,39,17,18,7,8,21,9,
MEM,MEM @ OKC,05/01/2011,W,48,114,44,89,49.4,3,8,37.5,23,28,82.1,17,28,45,21,8,11,7,23,13,
BOS,BOS @ MIA,05/01/2011,L,48,90,32,75,42.7,12,24,50.0,14,18,77.8,7,32,39,18,14,7,3,24,-9,
MEM,MEM vs. SAS,04/29/2011,W,48,99,38,73,52.1,1,9,11.1,22,30,73.3,14,29,43,12,14,6,5,18,8,
SAS,SAS @ MEM,04/29/2011,L,48,91,37,85,43.5,5,22,22.7,12,14,85.7,9,23,32,15,11,9,6,26,-8,
ORL,ORL @ ATL,04/28/2011,L,48,81,29,67,43.3,5,19,26.3,18,22,81.8,7,24,31,14,14,8,7,15,-3,
LAL,LAL @ NOH,04/28/2011,W,48,98,34,74,45.9,5,14,35.7,25,26,96.2,14,29,43,23,13,7,6,18,18,
NOH,NOH vs. LAL,04/28/2011,L,48,80,30,70,42.9,3,14,21.4,17,18,94.4,7,23,30,20,15,7,2,23,-18,
POR,POR vs. DAL,04/28/2011,L,48,96,35,79,44.3,5,21,23.8,21,26,80.8,15,26,41,16,7,3,3,18,-7,
DAL,DAL @ POR,04/28/2011,W,48,103,39,78,50.0,6,18,33.3,19,22,86.4,12,27,39,23,9,4,3,19,7,
ATL,ATL vs. ORL,04/28/2011,W,48,84,31,79,39.2,8,22,36.4,14,15,93.3,14,24,38,18,16,8,4,19,3,
PHI,PHI @ MIA,04/27/2011,L,48,91,39,83,47.0,2,10,20.0,11,17,64.7,9,32,41,20,8,4,4,18,-6,
MIA,MIA vs. PHI,04/27/2011,W,48,97,32,80,40.0,12,30,40.0,21,25,84.0,15,32,47,17,10,6,3,12,6,
OKC,OKC vs. DEN,04/27/2011,W,48,100,30,82,36.6,6,24,25.0,34,42,81.0,16,35,51,16,14,10,14,19,3,
MEM,MEM @ SAS,04/27/2011,L,53,103,41,87,47.1,3,10,30.0,18,23,78.3,10,40,50,19,17,12,5,28,-7,
SAS,SAS vs. MEM,04/27/2011,W,53,110,39,85,45.9,7,22,31.8,25,32,78.1,10,35,45,23,15,9,4,18,7,
DEN,DEN @ OKC,04/27/2011,L,48,97,36,78,46.2,8,18,44.4,17,21,81.0,4,34,38,16,18,8,3,27,-3,
IND,IND @ CHI,04/26/2011,L,48,89,29,74,39.2,7,16,43.8,24,26,92.3,13,25,38,14,21,4,4,23,-27,
CHI,CHI vs. IND,04/26/2011,W,48,116,40,83,48.2,14,31,45.2,22,27,81.5,8,30,38,27,14,10,9,23,27,
ATL,ATL @ ORL,04/26/2011,L,48,76,25,69,36.2,4,16,25.0,22,32,68.8,7,36,43,15,13,3,3,22,-25,
LAL,LAL vs. NOH,04/26/2011,W,48,106,37,75,49.3,7,18,38.9,25,30,83.3,15,27,42,21,16,5,7,20,16,
NOH,NOH @ LAL,04/26/2011,L,48,90,33,67,49.3,10,21,47.6,14,21,66.7,3,22,25,21,19,9,3,25,-16,
ORL,ORL vs. ATL,04/26/2011,W,48,101,34,83,41.0,11,26,42.3,22,29,75.9,11,37,48,18,6,7,4,25,25,
MEM,MEM vs. SAS,04/25/2011,W,48,104,41,81,50.6,5,12,41.7,17,21,81.0,9,30,39,22,9,8,3,19,18,
OKC,OKC @ DEN,04/25/2011,L,48,101,35,79,44.3,7,19,36.8,24,31,77.4,12,38,50,17,15,5,9,27,-3,
DEN,DEN vs. OKC,04/25/2011,W,48,104,32,83,38.6,9,19,47.4,31,44,70.5,13,31,44,19,8,5,4,22,3,
DAL,DAL vs. POR,04/25/2011,W,48,93,32,78,41.0,3,17,17.6,26,35,74.3,20,29,49,22,13,8,4,19,11,
SAS,SAS @ MEM,04/25/2011,L,48,86,35,75,46.7,5,18,27.8,11,14,78.6,9,28,37,16,17,6,4,16,-18,
POR,POR @ DAL,04/25/2011,L,48,82,32,74,43.2,4,16,25.0,14,19,73.7,9,28,37,13,15,6,7,24,-11,
ATL,ATL vs. ORL,04/24/2011,W,48,88,35,75,46.7,6,15,40.0,12,20,60.0,7,37,44,21,16,7,4,26,3,
BOS,BOS @ NYK,04/24/2011,W,48,101,40,81,49.4,3,12,25.0,18,24,75.0,9,44,53,24,18,6,6,23,12,
PHI,PHI vs. MIA,04/24/2011,W,48,86,32,79,40.5,8,18,44.4,14,16,87.5,9,40,49,18,14,7,4,18,4,
LAL,LAL @ NOH,04/24/2011,L,48,88,31,72,43.1,4,18,22.2,22,30,73.3,9,23,32,17,9,6,6,22,-5,
NOH,NOH vs. LAL,04/24/2011,W,48,93,33,74,44.6,4,14,28.6,23,27,85.2,12,27,39,25,10,6,3,25,5,
MIA,MIA @ PHI,04/24/2011,L,48,82,30,78,38.5,5,23,21.7,17,21,81.0,9,32,41,14,9,8,8,17,-4,
ORL,ORL @ ATL,04/24/2011,L,48,85,31,79,39.2,2,23,8.7,21,29,72.4,10,32,42,11,13,8,3,21,-3,
NYK,NYK vs. BOS,04/24/2011,L,48,89,30,88,34.1,8,27,29.6,21,28,75.0,13,29,42,19,14,4,6,25,-12,
CHI,CHI @ IND,04/23/2011,L,48,84,31,82,37.8,3,20,15.0,19,24,79.2,15,31,46,19,14,7,6,23,-5,
DAL,DAL @ POR,04/23/2011,L,48,82,31,76,40.8,10,26,38.5,10,10,100,9,28,37,19,15,4,2,21,-2,
POR,POR vs. DAL,04/23/2011,W,48,84,29,69,42.0,4,19,21.1,22,23,95.7,6,28,34,13,10,8,8,15,2,
OKC,OKC @ DEN,04/23/2011,W,48,97,29,80,36.3,6,21,28.6,33,43,76.7,11,38,49,17,11,5,9,31,3,
IND,IND vs. CHI,04/23/2011,W,48,89,31,79,39.2,5,16,31.3,22,34,64.7,15,30,45,12,14,6,5,20,5,
MEM,MEM vs. SAS,04/23/2011,W,48,91,33,78,42.3,4,11,36.4,21,29,72.4,8,29,37,24,11,7,4,24,3,
DEN,DEN vs. OKC,04/23/2011,L,48,94,29,78,37.2,6,23,26.1,30,45,66.7,10,33,43,18,13,4,6,25,-3,
SAS,SAS @ MEM,04/23/2011,L,48,88,31,75,41.3,2,15,13.3,24,32,75.0,12,36,48,19,14,4,10,19,-3,
NOH,NOH vs. LAL,04/22/2011,L,48,86,33,72,45.8,2,13,15.4,18,24,75.0,11,27,38,17,14,7,4,25,-14,
NYK,NYK vs. BOS,04/22/2011,L,48,96,33,76,43.4,9,20,45.0,21,28,75.0,12,21,33,18,20,9,7,16,-17,
ATL,ATL vs. ORL,04/22/2011,W,48,88,34,81,42.0,6,14,42.9,14,19,73.7,10,28,38,20,8,4,4,23,4,
ORL,ORL @ ATL,04/22/2011,L,48,84,31,73,42.5,8,28,28.6,14,21,66.7,10,31,41,20,10,4,5,23,-4,
LAL,LAL @ NOH,04/22/2011,W,48,100,37,76,48.7,7,16,43.8,19,24,79.2,14,29,43,17,13,8,3,23,14,
BOS,BOS @ NYK,04/22/2011,W,48,113,42,83,50.6,14,24,58.3,15,17,88.2,13,30,43,31,21,12,4,24,17,
MIA,MIA @ PHI,04/21/2011,W,48,100,36,79,45.6,4,12,33.3,24,30,80.0,20,30,50,19,12,3,8,12,6,
POR,POR vs. DAL,04/21/2011,W,48,97,36,75,48.0,8,14,57.1,17,21,81.0,7,30,37,18,10,8,6,20,5,
CHI,CHI @ IND,04/21/2011,W,48,88,28,72,38.9,9,20,45.0,23,27,85.2,10,32,42,20,16,7,9,20,4,
PHI,PHI vs. MIA,04/21/2011,L,48,94,36,82,43.9,9,21,42.9,13,19,68.4,11,23,34,24,9,7,5,20,-6,
DAL,DAL @ POR,04/21/2011,L,48,92,35,68,51.5,9,22,40.9,13,23,56.5,7,30,37,16,16,4,3,22,-5,
IND,IND vs. CHI,04/21/2011,L,48,84,33,87,37.9,1,10,10.0,17,18,94.4,15,27,42,11,11,10,6,20,-4,
SAS,SAS vs. MEM,04/20/2011,W,48,93,32,73,43.8,7,17,41.2,22,32,68.8,10,38,48,21,19,9,8,23,6,
NOH,NOH @ LAL,04/20/2011,L,48,78,27,69,39.1,4,11,36.4,20,32,62.5,9,27,36,14,16,6,5,22,-9,
DEN,DEN @ OKC,04/20/2011,L,48,89,27,69,39.1,7,16,43.8,28,37,75.7,5,26,31,12,11,7,1,21,-17,
MEM,MEM @ SAS,04/20/2011,L,48,87,35,88,39.8,3,14,21.4,14,20,70.0,11,36,47,17,15,9,7,25,-6,
LAL,LAL vs. NOH,04/20/2011,W,48,87,34,76,44.7,4,11,36.4,15,22,68.2,13,31,44,20,13,8,8,20,9,
OKC,OKC vs. DEN,04/20/2011,W,48,106,36,82,43.9,10,30,33.3,24,28,85.7,17,37,54,19,17,6,3,26,17,
ORL,ORL vs. ATL,04/19/2011,W,48,88,27,78,34.6,5,23,21.7,29,36,80.6,20,32,52,9,16,9,2,21,6,
BOS,BOS vs. NYK,04/19/2011,W,48,96,39,83,47.0,6,11,54.5,12,16,75.0,9,28,37,21,10,8,5,22,3,
POR,POR @ DAL,04/19/2011,L,48,89,32,66,48.5,7,14,50.0,18,27,66.7,7,30,37,20,13,2,4,22,-12,
NYK,NYK @ BOS,04/19/2011,L,48,93,32,90,35.6,8,25,32.0,21,27,77.8,20,33,53,14,13,8,5,17,-3,
DAL,DAL vs. POR,04/19/2011,W,48,101,37,76,48.7,8,19,42.1,19,26,73.1,10,27,37,20,6,6,3,20,12,
ATL,ATL @ ORL,04/19/2011,L,48,82,32,81,39.5,7,20,35.0,11,17,64.7,13,26,39,15,15,7,7,27,-6,
CHI,CHI vs. IND,04/18/2011,W,48,96,32,83,38.6,5,14,35.7,27,34,79.4,20,37,57,15,22,11,5,24,6,
PHI,PHI @ MIA,04/18/2011,L,48,73,27,79,34.2,6,14,42.9,13,20,65.0,12,28,40,18,13,6,3,21,-21,
MIA,MIA vs. PHI,04/18/2011,W,48,94,34,72,47.2,3,15,20.0,23,29,79.3,8,38,46,16,12,7,7,17,21,
IND,IND @ CHI,04/18/2011,L,48,90,32,77,41.6,6,17,35.3,20,27,74.1,9,24,33,22,18,13,7,27,-6,
LAL,LAL vs. NOH,04/17/2011,L,48,100,34,74,45.9,6,13,46.2,26,33,78.8,9,32,41,17,13,1,5,24,-9,
OKC,OKC vs. DEN,04/17/2011,W,48,107,38,77,49.4,9,19,47.4,22,28,78.6,7,30,37,15,11,4,8,22,4,
MEM,MEM @ SAS,04/17/2011,W,48,101,37,67,55.2,6,10,60.0,21,33,63.6,5,33,38,22,16,2,5,33,3,
BOS,BOS vs. NYK,04/17/2011,W,48,87,35,80,43.8,5,13,38.5,12,18,66.7,15,29,44,20,18,5,5,15,2,
NYK,NYK @ BOS,04/17/2011,L,48,85,33,78,42.3,8,23,34.8,11,16,68.8,13,21,34,16,14,5,9,17,-2,
SAS,SAS vs. MEM,04/17/2011,L,48,98,28,70,40.0,6,15,40.0,36,47,76.6,11,29,40,13,10,7,3,27,-3,
NOH,NOH @ LAL,04/17/2011,W,48,109,41,79,51.9,4,11,36.4,23,33,69.7,4,29,33,24,3,8,1,22,9,
DEN,DEN @ OKC,04/17/2011,L,48,103,39,77,50.6,4,16,25.0,21,33,63.6,5,29,34,23,11,9,4,24,-4,
ORL,ORL vs. ATL,04/16/2011,L,48,93,34,75,45.3,6,22,27.3,19,30,63.3,13,27,40,15,18,3,3,24,-10,
DAL,DAL vs. POR,04/16/2011,W,48,89,27,66,40.9,10,19,52.6,25,29,86.2,10,29,39,14,13,5,7,16,8,
MIA,MIA vs. PHI,04/16/2011,W,48,97,31,74,41.9,4,17,23.5,31,39,79.5,15,37,52,15,14,3,5,16,8,
CHI,CHI vs. IND,04/16/2011,W,48,104,36,82,43.9,6,20,30.0,26,32,81.3,21,28,49,18,15,6,9,21,5,
POR,POR @ DAL,04/16/2011,L,48,81,35,76,46.1,2,16,12.5,9,13,69.2,11,29,40,22,14,7,3,26,-8,
ATL,ATL @ ORL,04/16/2011,W,48,103,38,74,51.4,6,14,42.9,21,29,72.4,5,24,29,19,10,8,1,28,10,
PHI,PHI @ MIA,04/16/2011,L,48,89,35,85,41.2,7,19,36.8,12,15,80.0,12,27,39,22,9,8,2,25,-8,
IND,IND @ CHI,04/16/2011,L,48,99,39,84,46.4,10,18,55.6,11,17,64.7,13,21,34,21,12,8,6,25,-5,
