Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
GSW,GSW @ CLE,06/16/2015,W,48,105,37,85,43.5,13,34,38.2,18,29,62.1,7,32,39,28,9,11,4,27,8,
CLE,CLE vs. GSW,06/16/2015,L,48,97,32,82,39.0,6,26,23.1,27,39,69.2,16,40,56,14,19,3,7,26,-8,
GSW,GSW vs. CLE,06/14/2015,W,48,104,36,75,48.0,12,26,46.2,20,34,58.8,11,32,43,25,17,7,2,25,13,
CLE,CLE @ GSW,06/14/2015,L,48,91,32,81,39.5,12,35,34.3,15,21,71.4,10,27,37,17,14,10,4,28,-13,
CLE,CLE vs. GSW,06/11/2015,L,48,82,29,88,33.0,4,27,14.8,20,28,71.4,16,33,49,16,9,2,3,19,-21,
GSW,GSW @ CLE,06/11/2015,W,48,103,36,77,46.8,12,30,40.0,19,27,70.4,6,38,44,24,7,5,5,21,21,
CLE,CLE vs. GSW,06/09/2015,W,48,96,35,76,46.1,9,21,42.9,17,24,70.8,6,37,43,15,16,9,8,16,5,
GSW,GSW @ CLE,06/09/2015,L,48,91,36,90,40.0,12,34,35.3,7,12,58.3,18,28,46,21,14,6,7,25,-5,
CLE,CLE @ GSW,06/07/2015,W,53,95,29,90,32.2,9,27,33.3,28,40,70.0,14,41,55,14,17,11,3,24,2,
GSW,GSW vs. CLE,06/07/2015,L,53,93,33,83,39.8,8,35,22.9,19,25,76.0,10,35,45,16,19,11,7,31,-2,
CLE,CLE @ GSW,06/04/2015,L,53,100,39,94,41.5,9,31,29.0,13,19,68.4,13,32,45,19,12,10,5,20,-8,
GSW,GSW vs. CLE,06/04/2015,W,53,108,39,88,44.3,10,27,37.0,20,22,90.9,11,37,48,24,12,8,5,16,8,
HOU,HOU @ GSW,05/27/2015,L,48,90,26,74,35.1,5,24,20.8,33,44,75.0,10,29,39,16,20,12,6,26,-14,
GSW,GSW vs. HOU,05/27/2015,W,48,104,37,91,40.7,9,29,31.0,21,31,67.7,19,40,59,25,18,10,4,30,14,
CLE,CLE vs. ATL,05/26/2015,W,48,118,43,87,49.4,13,31,41.9,19,30,63.3,13,43,56,23,10,5,7,18,30,
ATL,ATL @ CLE,05/26/2015,L,48,88,36,85,42.4,5,32,15.6,11,18,61.1,7,32,39,22,8,4,3,20,-30,
HOU,HOU vs. GSW,05/25/2015,W,48,128,43,76,56.6,17,32,53.1,25,43,58.1,4,42,46,22,17,8,10,16,13,
GSW,GSW @ HOU,05/25/2015,L,48,115,44,97,45.4,20,46,43.5,7,13,53.8,10,37,47,26,15,9,9,29,-13,
ATL,ATL @ CLE,05/24/2015,L,53,111,36,88,40.9,11,30,36.7,28,32,87.5,6,36,42,20,7,9,3,25,-3,
CLE,CLE vs. ATL,05/24/2015,W,53,114,40,97,41.2,14,36,38.9,20,29,69.0,19,37,56,24,13,3,6,24,3,
HOU,HOU vs. GSW,05/23/2015,L,48,80,28,83,33.7,5,25,20.0,19,31,61.3,9,30,39,15,15,7,4,19,-35,
GSW,GSW @ HOU,05/23/2015,W,48,115,44,97,45.4,11,28,39.3,16,20,80.0,17,43,60,26,14,9,6,27,35,
CLE,CLE @ ATL,05/22/2015,W,48,94,33,76,43.4,12,30,40.0,16,26,61.5,11,36,47,17,13,6,4,14,12,
ATL,ATL vs. CLE,05/22/2015,L,48,82,33,79,41.8,6,26,23.1,10,13,76.9,7,32,39,15,11,7,3,19,-12,
HOU,HOU @ GSW,05/21/2015,L,48,98,39,84,46.4,7,23,30.4,13,19,68.4,11,28,39,20,11,10,5,18,-1,
GSW,GSW vs. HOU,05/21/2015,W,48,99,41,77,53.2,8,24,33.3,9,13,69.2,7,32,39,31,17,7,8,17,1,
CLE,CLE @ ATL,05/20/2015,W,48,97,37,84,44.0,10,26,38.5,13,20,65.0,12,37,49,20,15,4,4,19,8,
ATL,ATL vs. CLE,05/20/2015,L,48,89,34,77,44.2,4,23,17.4,17,23,73.9,7,30,37,19,12,6,3,21,-8,
GSW,GSW vs. HOU,05/19/2015,W,48,110,43,92,46.7,10,29,34.5,14,22,63.6,14,29,43,27,13,9,3,23,4,
HOU,HOU @ GSW,05/19/2015,L,48,106,40,86,46.5,8,22,36.4,18,28,64.3,14,33,47,27,16,8,6,19,-4,
HOU,HOU vs. LAC,05/17/2015,W,48,113,35,78,44.9,12,30,40.0,31,41,75.6,4,36,40,22,17,11,4,21,13,
LAC,LAC @ HOU,05/17/2015,L,48,100,41,92,44.6,7,28,25.0,11,17,64.7,15,33,48,23,18,10,9,32,-13,
ATL,ATL @ WAS,05/15/2015,W,48,94,36,84,42.9,8,27,29.6,14,19,73.7,12,35,47,20,15,8,6,22,3,
