Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
LAL,LAL vs. SAC,05/26/2002,W,48,100,38,97,39.2,6,26,23.1,18,27,66.7,25,31,56,17,11,7,8,24,1,
SAC,SAC @ LAL,05/26/2002,L,48,99,38,78,48.7,5,19,26.3,18,26,69.2,8,34,42,21,12,6,4,23,-1,
NJN,NJN @ BOS,05/25/2002,L,48,90,38,86,44.2,3,20,15.0,11,18,61.1,13,37,50,26,22,8,2,34,-4,
BOS,BOS vs. NJN,05/25/2002,W,48,94,29,78,37.2,3,16,18.8,33,39,84.6,12,35,47,15,17,12,5,21,4,
SAC,SAC @ LAL,05/24/2002,W,48,103,38,77,49.4,6,16,37.5,21,35,60.0,10,36,46,25,19,10,7,19,13,
LAL,LAL vs. SAC,05/24/2002,L,48,90,36,101,35.6,10,31,32.3,8,15,53.3,19,33,52,25,15,10,4,28,-13,
BOS,BOS @ NJN,05/21/2002,W,48,93,32,93,34.4,6,23,26.1,23,36,63.9,18,42,60,14,11,8,9,26,7,
NJN,NJN vs. BOS,05/21/2002,L,48,86,28,84,33.3,4,23,17.4,26,34,76.5,10,40,50,19,15,8,5,26,-7,
SAC,SAC vs. LAL,05/20/2002,W,48,96,33,75,44.0,7,12,58.3,23,38,60.5,12,34,46,21,13,8,6,25,6,
LAL,LAL @ SAC,05/20/2002,L,48,90,36,89,40.4,3,19,15.8,15,25,60.0,18,35,53,17,15,9,3,31,-6,
BOS,BOS @ NJN,05/19/2002,L,48,97,34,83,41.0,10,29,34.5,19,29,65.5,10,28,38,18,10,13,6,25,-7,
NJN,NJN vs. BOS,05/19/2002,W,48,104,38,77,49.4,3,14,21.4,25,28,89.3,9,40,49,23,16,3,7,21,7,
SAC,SAC vs. LAL,05/18/2002,L,48,99,41,93,44.1,1,6,16.7,16,17,94.1,15,32,47,20,17,8,3,25,-7,
LAL,LAL @ SAC,05/18/2002,W,48,106,42,86,48.8,6,20,30.0,16,22,72.7,11,30,41,20,18,9,8,20,7,
CHH,CHH @ NJN,05/15/2002,L,48,95,31,78,39.7,5,15,33.3,28,42,66.7,16,30,46,17,16,6,3,36,-8,
NJN,NJN vs. CHH,05/15/2002,W,48,103,33,77,42.9,6,15,40.0,31,39,79.5,10,33,43,23,13,8,5,31,8,
LAL,LAL vs. SAS,05/14/2002,W,48,93,35,78,44.9,5,14,35.7,18,23,78.3,7,27,34,20,11,7,7,23,6,
SAS,SAS @ LAL,05/14/2002,L,48,87,31,71,43.7,3,13,23.1,22,26,84.6,7,31,38,12,16,6,2,23,-6,
BOS,BOS @ DET,05/14/2002,W,48,90,34,73,46.6,7,17,41.2,15,18,83.3,5,36,41,18,14,7,3,25,9,
DET,DET vs. BOS,05/14/2002,L,48,81,29,81,35.8,8,27,29.6,15,21,71.4,10,30,40,21,11,4,7,20,-9,
SAC,SAC vs. DAL,05/13/2002,W,48,114,41,85,48.2,6,17,35.3,26,32,81.3,15,28,43,21,11,5,4,20,13,
DAL,DAL @ SAC,05/13/2002,L,48,101,40,84,47.6,6,18,33.3,15,20,75.0,10,30,40,23,11,5,3,25,-13,
LAL,LAL @ SAS,05/12/2002,W,48,87,33,79,41.8,6,16,37.5,15,24,62.5,16,32,48,13,12,3,4,25,2,
SAS,SAS vs. LAL,05/12/2002,L,48,85,28,70,40.0,2,11,18.2,27,33,81.8,11,27,38,15,9,5,7,24,-2,
DET,DET @ BOS,05/12/2002,L,48,79,28,75,37.3,11,31,35.5,12,22,54.5,11,30,41,20,18,8,6,27,-11,
BOS,BOS vs. DET,05/12/2002,W,48,90,31,71,43.7,6,19,31.6,22,27,81.5,8,35,43,21,16,9,6,21,11,
CHH,CHH vs. NJN,05/12/2002,L,48,79,27,73,37.0,4,21,19.0,21,33,63.6,7,33,40,19,14,12,13,27,-10,
NJN,NJN @ CHH,05/12/2002,W,48,89,32,89,36.0,5,19,26.3,20,33,60.6,20,31,51,20,16,6,5,24,10,
SAC,SAC @ DAL,05/11/2002,W,53,115,40,84,47.6,4,15,26.7,31,40,77.5,15,39,54,19,19,11,6,24,2,
DAL,DAL vs. SAC,05/11/2002,L,53,113,40,93,43.0,9,23,39.1,24,26,92.3,14,28,42,22,16,9,4,26,-2,
BOS,BOS vs. DET,05/10/2002,W,48,66,27,78,34.6,2,19,10.5,10,12,83.3,10,32,42,13,18,11,4,22,2,
LAL,LAL @ SAS,05/10/2002,W,48,99,41,84,48.8,3,12,25.0,14,21,66.7,13,35,48,16,9,2,3,23,10,
DET,DET @ BOS,05/10/2002,L,48,64,24,69,34.8,2,20,10.0,14,21,66.7,8,34,42,13,20,9,2,17,-2,
SAS,SAS vs. LAL,05/10/2002,L,48,89,32,79,40.5,4,17,23.5,21,27,77.8,12,22,34,14,9,4,7,25,-10,
SAC,SAC @ DAL,05/09/2002,W,48,125,45,85,52.9,7,16,43.8,28,33,84.8,14,33,47,25,15,6,6,24,6,
DAL,DAL vs. SAC,05/09/2002,L,48,119,43,94,45.7,8,25,32.0,25,29,86.2,14,24,38,24,11,6,2,26,-6,
CHH,CHH vs. NJN,05/09/2002,W,48,115,41,75,54.7,4,10,40.0,29,37,78.4,13,32,45,25,15,11,8,26,18,
NJN,NJN @ CHH,05/09/2002,L,48,97,34,81,42.0,3,16,18.8,26,34,76.5,14,22,36,21,15,11,3,27,-18,
DET,DET vs. BOS,05/08/2002,L,48,77,27,82,32.9,12,29,41.4,11,18,61.1,8,27,35,18,6,5,5,20,-8,
BOS,BOS @ DET,05/08/2002,W,48,85,33,75,44.0,6,18,33.3,13,16,81.3,10,43,53,16,14,3,4,16,8,
NJN,NJN vs. CHH,05/07/2002,W,48,102,41,91,45.1,4,11,36.4,16,20,80.0,14,28,42,27,10,5,9,27,14,
LAL,LAL vs. SAS,05/07/2002,L,48,85,34,75,45.3,7,14,50.0,10,16,62.5,7,29,36,18,16,10,3,24,-3,
SAS,SAS @ LAL,05/07/2002,W,48,88,34,74,45.9,5,14,35.7,15,22,68.2,13,28,41,24,17,7,5,15,3,
CHH,CHH @ NJN,05/07/2002,L,48,88,34,82,41.5,5,13,38.5,15,26,57.7,17,27,44,14,15,5,9,27,-14,
SAC,SAC vs. DAL,05/06/2002,L,48,102,38,93,40.9,7,21,33.3,19,25,76.0,15,32,47,26,13,6,4,22,-8,
DAL,DAL @ SAC,05/06/2002,W,48,110,42,87,48.3,7,19,36.8,19,24,79.2,11,37,48,17,16,5,7,23,8,
BOS,BOS @ DET,05/05/2002,L,48,84,30,80,37.5,6,19,31.6,18,21,85.7,14,28,42,11,14,12,1,16,-12,
DET,DET vs. BOS,05/05/2002,W,48,96,37,73,50.7,12,25,48.0,10,12,83.3,7,29,36,24,16,7,10,20,12,
CHH,CHH @ NJN,05/05/2002,L,48,93,36,92,39.1,5,12,41.7,16,19,84.2,16,25,41,21,16,13,9,28,-6,
NJN,NJN vs. CHH,05/05/2002,W,48,99,36,70,51.4,2,6,33.3,25,29,86.2,9,30,39,23,18,6,10,20,6,
LAL,LAL vs. SAS,05/05/2002,W,48,86,32,82,39.0,5,21,23.8,17,25,68.0,14,40,54,16,13,6,9,24,6,
SAS,SAS @ LAL,05/05/2002,L,48,80,28,88,31.8,6,18,33.3,18,24,75.0,14,34,48,16,11,10,5,20,-6,
SAC,SAC vs. DAL,05/04/2002,W,48,108,43,93,46.2,4,18,22.2,18,25,72.0,17,36,53,27,13,9,5,22,17,
DAL,DAL @ SAC,05/04/2002,L,48,91,35,90,38.9,6,23,26.1,15,22,68.2,13,30,43,13,14,4,5,25,-17,
SEA,SEA @ SAS,05/03/2002,L,48,78,29,85,34.1,8,22,36.4,12,17,70.6,13,26,39,14,6,3,4,20,-23,
PHI,PHI @ BOS,05/03/2002,L,48,87,28,71,39.4,6,14,42.9,25,30,83.3,14,26,40,17,14,2,3,14,-33,
BOS,BOS vs. PHI,05/03/2002,W,48,120,46,85,54.1,19,29,65.5,9,11,81.8,13,22,35,25,5,7,6,22,33,
SAS,SAS vs. SEA,05/03/2002,W,48,101,39,85,45.9,5,15,33.3,18,19,94.7,15,38,53,18,7,5,8,20,23,
NJN,NJN vs. IND,05/02/2002,W,58,120,45,102,44.1,5,15,33.3,25,34,73.5,18,33,51,18,11,9,5,22,11,
DET,DET vs. TOR,05/02/2002,W,48,85,31,70,44.3,4,15,26.7,19,32,59.4,10,26,36,22,12,9,4,20,3,
IND,IND @ NJN,05/02/2002,L,58,109,42,87,48.3,7,19,36.8,18,21,85.7,9,37,46,22,21,6,2,36,-11,
TOR,TOR @ DET,05/02/2002,L,48,82,30,72,41.7,7,12,58.3,15,21,71.4,9,31,40,18,18,4,4,26,-3,
SEA,SEA vs. SAS,05/01/2002,W,48,91,34,68,50.0,8,14,57.1,15,24,62.5,3,40,43,24,13,4,10,29,12,
PHI,PHI vs. BOS,05/01/2002,W,48,83,31,67,46.3,2,12,16.7,19,30,63.3,11,32,43,20,17,9,3,19,2,
SAS,SAS @ SEA,05/01/2002,L,48,79,27,82,32.9,4,16,25.0,21,32,65.6,18,30,48,12,13,7,7,23,-12,
BOS,BOS @ PHI,05/01/2002,L,48,81,31,78,39.7,9,29,31.0,10,14,71.4,10,27,37,15,15,9,2,23,-2,
CHH,CHH @ ORL,04/30/2002,W,48,102,36,77,46.8,5,9,55.6,25,33,75.8,15,36,51,20,16,10,5,25,17,
ORL,ORL vs. CHH,04/30/2002,L,48,85,31,80,38.8,4,21,19.0,19,28,67.9,14,28,42,18,12,6,5,24,-17,
NJN,NJN @ IND,04/30/2002,L,48,74,30,76,39.5,3,9,33.3,11,17,64.7,7,23,30,17,19,8,5,25,-23,
IND,IND vs. NJN,04/30/2002,W,48,97,35,65,53.8,5,9,55.6,22,27,81.5,5,37,42,27,19,13,6,23,23,
UTA,UTA vs. SAC,04/29/2002,L,48,86,35,89,39.3,4,12,33.3,12,16,75.0,24,25,49,23,21,10,7,18,-5,
TOR,TOR vs. DET,04/29/2002,W,48,89,35,82,42.7,3,11,27.3,16,22,72.7,13,30,43,22,14,6,6,22,6,
DET,DET @ TOR,04/29/2002,L,48,83,28,73,38.4,9,20,45.0,18,23,78.3,11,25,36,16,16,6,4,24,-6,
SAC,SAC @ UTA,04/29/2002,W,48,91,33,72,45.8,7,15,46.7,18,24,75.0,11,25,36,16,17,12,5,17,5,
MIN,MIN vs. DAL,04/28/2002,L,48,102,32,74,43.2,8,17,47.1,30,44,68.2,11,33,44,16,16,9,0,30,-13,
DAL,DAL @ MIN,04/28/2002,W,48,115,35,78,44.9,13,24,54.2,32,35,91.4,9,31,40,18,17,8,2,30,13,
POR,POR vs. LAL,04/28/2002,L,48,91,32,84,38.1,6,17,35.3,21,26,80.8,17,36,53,23,20,11,3,25,-1,
LAL,LAL @ POR,04/28/2002,W,48,92,32,70,45.7,8,20,40.0,20,31,64.5,6,31,37,23,16,12,6,23,1,
BOS,BOS @ PHI,04/28/2002,L,48,103,36,73,49.3,15,30,50.0,16,18,88.9,8,30,38,26,18,7,6,29,-5,
PHI,PHI vs. BOS,04/28/2002,W,48,108,33,74,44.6,6,11,54.5,36,44,81.8,11,25,36,20,10,13,4,20,5,
SEA,SEA vs. SAS,04/27/2002,L,48,75,31,86,36.0,3,10,30.0,10,15,66.7,14,27,41,21,9,4,3,21,-27,
SAS,SAS @ SEA,04/27/2002,W,48,102,40,75,53.3,7,11,63.6,15,21,71.4,6,33,39,19,8,4,7,15,27,
UTA,UTA vs. SAC,04/27/2002,L,48,87,31,74,41.9,6,19,31.6,19,26,73.1,5,24,29,20,11,11,8,31,-3,
ORL,ORL vs. CHH,04/27/2002,L,53,100,33,82,40.2,7,23,30.4,27,36,75.0,7,31,38,21,12,3,2,28,-10,
DET,DET @ TOR,04/27/2002,L,48,84,29,62,46.8,9,19,47.4,17,21,81.0,10,22,32,17,23,7,6,22,-10,
SAC,SAC @ UTA,04/27/2002,W,48,90,26,73,35.6,5,16,31.3,33,38,86.8,17,38,55,10,20,6,5,24,3,
TOR,TOR vs. DET,04/27/2002,W,48,94,37,75,49.3,1,8,12.5,19,20,95.0,12,20,32,25,15,14,5,20,10,
CHH,CHH @ ORL,04/27/2002,W,53,110,39,89,43.8,4,10,40.0,28,36,77.8,16,36,52,20,12,8,4,29,10,
IND,IND vs. NJN,04/26/2002,L,48,84,34,83,41.0,4,11,36.4,12,21,57.1,10,35,45,25,13,6,4,19,-1,
NJN,NJN @ IND,04/26/2002,W,48,85,35,81,43.2,3,13,23.1,12,20,60.0,7,39,46,23,14,9,8,19,1,
PHI,PHI @ BOS,04/25/2002,L,48,85,33,85,38.8,4,15,26.7,15,20,75.0,15,28,43,21,13,10,6,23,-8,
BOS,BOS vs. PHI,04/25/2002,W,48,93,33,72,45.8,7,19,36.8,20,23,87.0,6,37,43,22,15,7,4,17,8,
POR,POR @ LAL,04/25/2002,L,48,96,32,80,40.0,7,18,38.9,25,30,83.3,7,28,35,20,12,10,3,31,-7,
LAL,LAL vs. POR,04/25/2002,W,48,103,34,78,43.6,5,19,26.3,30,36,83.3,12,36,48,17,14,8,6,26,7,
DET,DET vs. TOR,04/24/2002,W,48,96,30,74,40.5,9,21,42.9,27,33,81.8,11,22,33,19,9,6,7,17,5,
DAL,DAL vs. MIN,04/24/2002,W,48,122,46,94,48.9,11,22,50.0,19,23,82.6,12,33,45,23,6,6,4,30,12,
TOR,TOR @ DET,04/24/2002,L,48,91,38,80,47.5,4,10,40.0,11,16,68.8,14,36,50,24,13,6,6,24,-5,
MIN,MIN @ DAL,04/24/2002,L,48,110,40,79,50.6,3,8,37.5,27,37,73.0,12,34,46,14,12,3,6,25,-12,
UTA,UTA @ SAC,04/23/2002,W,48,93,33,72,45.8,3,6,50.0,24,39,61.5,15,35,50,25,20,6,11,29,7,
CHH,CHH vs. ORL,04/23/2002,L,53,103,34,80,42.5,3,10,30.0,32,42,76.2,12,34,46,22,15,9,6,28,-8,
SAC,SAC vs. UTA,04/23/2002,L,48,86,30,87,34.5,3,22,13.6,23,27,85.2,15,26,41,14,15,9,4,34,-7,
ORL,ORL @ CHH,04/23/2002,W,53,111,39,85,45.9,5,16,31.3,28,36,77.8,12,34,46,20,12,6,4,30,8,
IND,IND @ NJN,04/22/2002,L,48,79,28,68,41.2,4,11,36.4,19,24,79.2,9,28,37,16,21,7,6,28,-16,
NJN,NJN vs. IND,04/22/2002,W,48,95,33,77,42.9,3,12,25.0,26,30,86.7,10,31,41,21,13,8,6,24,16,
SEA,SEA @ SAS,04/22/2002,W,48,98,39,84,46.4,3,7,42.9,17,25,68.0,19,30,49,14,12,5,3,27,8,
SAS,SAS vs. SEA,04/22/2002,L,48,90,27,65,41.5,5,17,29.4,31,42,73.8,7,28,35,11,9,6,8,21,-8,
DAL,DAL vs. MIN,04/21/2002,W,48,101,37,84,44.0,7,23,30.4,20,23,87.0,4,35,39,17,9,7,10,21,7,
MIN,MIN @ DAL,04/21/2002,L,48,94,36,90,40.0,4,13,30.8,18,23,78.3,20,38,58,18,19,5,2,26,-7,
PHI,PHI @ BOS,04/21/2002,L,48,82,27,71,38.0,2,13,15.4,26,36,72.2,12,32,44,19,18,11,4,17,-10,
BOS,BOS vs. PHI,04/21/2002,W,48,92,34,78,43.6,8,18,44.4,16,20,80.0,7,32,39,20,15,13,5,25,10,
POR,POR @ LAL,04/21/2002,L,48,87,30,82,36.6,7,19,36.8,20,27,74.1,12,32,44,19,12,4,3,25,-8,
DET,DET vs. TOR,04/21/2002,W,48,85,31,77,40.3,4,19,21.1,19,21,90.5,10,36,46,17,15,12,5,23,22,
LAL,LAL vs. POR,04/21/2002,W,48,95,32,75,42.7,8,20,40.0,23,32,71.9,10,31,41,20,10,8,7,23,8,
TOR,TOR @ DET,04/21/2002,L,48,63,23,77,29.9,2,12,16.7,15,24,62.5,14,33,47,16,20,10,5,25,-22,
NJN,NJN vs. IND,04/20/2002,L,48,83,35,79,44.3,2,11,18.2,11,17,64.7,12,27,39,12,17,7,8,22,-6,
ORL,ORL @ CHH,04/20/2002,L,48,79,30,67,44.8,1,6,16.7,18,24,75.0,3,29,32,19,12,7,4,21,-1,
SEA,SEA @ SAS,04/20/2002,L,48,89,38,75,50.7,2,8,25.0,11,14,78.6,8,21,29,14,13,4,4,20,-21,
CHH,CHH vs. ORL,04/20/2002,W,48,80,29,83,34.9,5,10,50.0,17,23,73.9,20,31,51,18,14,6,9,21,1,
SAS,SAS vs. SEA,04/20/2002,W,48,110,43,73,58.9,9,15,60.0,15,20,75.0,8,28,36,28,12,7,9,18,21,
UTA,UTA @ SAC,04/20/2002,L,48,86,33,83,39.8,1,9,11.1,19,27,70.4,17,28,45,24,14,9,2,26,-3,
IND,IND @ NJN,04/20/2002,W,48,89,35,77,45.5,4,9,44.4,15,20,75.0,9,32,41,16,17,9,2,19,6,
SAC,SAC vs. UTA,04/20/2002,W,48,89,29,63,46.0,6,18,33.3,25,31,80.6,7,31,38,20,17,4,6,21,3,
