Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
MIL,MIL vs. DET,04/17/2019,W,48,120,47,90,52.2,11,26,42.3,15,21,71.4,8,46,54,32,13,5,11,21,21,
IND,IND @ BOS,04/17/2019,L,48,91,36,81,44.4,13,34,38.2,6,10,60.0,4,32,36,23,12,11,3,16,-8,
ORL,ORL @ TOR,04/16/2019,L,48,82,30,81,37.0,9,34,26.5,13,24,54.2,12,33,45,17,17,2,4,18,-29,
OKC,OKC @ POR,04/16/2019,L,48,94,35,86,40.7,5,28,17.9,19,28,67.9,13,34,47,21,16,6,6,27,-20,
TOR,TOR vs. ORL,04/16/2019,W,48,111,42,87,48.3,11,35,31.4,16,17,94.1,6,36,42,25,7,10,5,23,29,
SAS,SAS @ DEN,04/16/2019,L,48,105,39,86,45.3,5,18,27.8,22,25,88.0,11,39,50,20,10,3,3,20,-9,
DEN,DEN vs. SAS,04/16/2019,W,48,114,43,89,48.3,10,24,41.7,18,26,69.2,7,34,41,29,6,5,2,21,9,
POR,POR vs. OKC,04/16/2019,W,48,114,42,90,46.7,13,32,40.6,17,21,81.0,7,37,44,17,12,9,6,27,20,
LAC,LAC @ GSW,04/15/2019,W,48,135,48,85,56.5,14,31,45.2,25,31,80.6,8,26,34,34,20,14,1,33,4,
PHI,PHI vs. BKN,04/15/2019,W,48,145,55,98,56.1,9,23,39.1,26,32,81.3,15,34,49,29,12,8,3,23,22,
GSW,GSW vs. LAC,04/15/2019,L,48,131,40,75,53.3,11,28,39.3,40,45,88.9,7,31,38,31,22,11,6,31,-4,
BKN,BKN @ PHI,04/15/2019,L,48,123,43,90,47.8,15,36,41.7,22,29,75.9,12,20,32,20,14,3,2,24,-22,
IND,IND @ BOS,04/14/2019,L,48,74,28,84,33.3,6,27,22.2,12,21,57.1,9,33,42,22,13,8,5,20,-10,
DET,DET @ MIL,04/14/2019,L,48,86,35,92,38.0,8,27,29.6,8,13,61.5,7,39,46,22,13,7,2,21,-35,
UTA,UTA @ HOU,04/14/2019,L,48,90,30,77,39.0,7,27,25.9,23,27,85.2,7,34,41,17,19,6,2,20,-32,
MIL,MIL vs. DET,04/14/2019,W,48,121,44,90,48.9,15,43,34.9,18,26,69.2,8,46,54,31,10,7,8,16,35,
HOU,HOU vs. UTA,04/14/2019,W,48,122,48,95,50.5,15,41,36.6,11,12,91.7,8,34,42,25,12,6,6,20,32,
POR,POR vs. OKC,04/14/2019,W,48,104,36,86,41.9,11,25,44.0,21,27,77.8,13,35,48,14,19,8,9,17,5,
BOS,BOS vs. IND,04/14/2019,W,48,84,28,77,36.4,10,28,35.7,18,22,81.8,7,48,55,18,20,8,2,20,10,
OKC,OKC @ POR,04/14/2019,L,48,99,37,93,39.8,5,33,15.2,20,23,87.0,18,31,49,18,16,10,4,26,-5,
SAS,SAS @ DEN,04/13/2019,W,48,101,40,83,48.2,7,15,46.7,14,20,70.0,10,37,47,20,11,4,4,17,5,
BKN,BKN @ PHI,04/13/2019,W,48,111,38,88,43.2,11,26,42.3,24,26,92.3,10,35,45,15,12,9,2,27,9,
TOR,TOR vs. ORL,04/13/2019,L,48,101,40,88,45.5,12,36,33.3,9,14,64.3,6,39,45,23,13,4,4,19,-3,
PHI,PHI vs. BKN,04/13/2019,L,48,102,35,86,40.7,3,25,12.0,29,42,69.0,16,34,50,20,13,6,11,24,-9,
ORL,ORL @ TOR,04/13/2019,W,48,104,36,90,40.0,14,29,48.3,18,20,90.0,10,38,48,19,11,9,4,19,3,
DEN,DEN vs. SAS,04/13/2019,L,48,96,37,88,42.0,6,28,21.4,16,24,66.7,13,33,46,25,10,8,3,18,-5,
LAC,LAC @ GSW,04/13/2019,L,48,104,38,95,40.0,11,30,36.7,17,22,77.3,7,33,40,24,18,10,7,22,-17,
GSW,GSW vs. LAC,04/13/2019,W,48,121,45,92,48.9,14,30,46.7,17,20,85.0,12,42,54,31,21,9,14,22,17,
