Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
MIA,MIA vs. IND,05/24/2014,W,48,99,37,68,54.4,10,18,55.6,15,20,75.0,6,23,29,17,15,9,2,24,12,
IND,IND @ MIA,05/24/2014,L,48,87,31,65,47.7,6,21,28.6,19,25,76.0,6,23,29,17,19,7,1,22,-12,
OKC,OKC @ SAS,05/21/2014,L,48,77,35,89,39.3,2,20,10.0,5,10,50.0,11,27,38,18,14,6,3,21,-35,
SAS,SAS vs. OKC,05/21/2014,W,48,112,41,82,50.0,9,23,39.1,21,23,91.3,11,42,53,27,12,8,7,15,35,
IND,IND vs. MIA,05/20/2014,L,48,83,32,80,40.0,9,19,47.4,10,15,66.7,16,25,41,19,11,6,2,16,-4,
MIA,MIA @ IND,05/20/2014,W,48,87,34,67,50.7,8,20,40.0,11,18,61.1,6,32,38,19,13,7,6,17,4,
SAS,SAS vs. OKC,05/19/2014,W,48,122,50,87,57.5,9,17,52.9,13,17,76.5,8,32,40,28,10,8,2,20,17,
OKC,OKC @ SAS,05/19/2014,L,48,105,37,80,46.3,12,27,44.4,19,23,82.6,9,28,37,19,16,4,3,22,-17,
MIA,MIA @ IND,05/18/2014,L,48,96,40,78,51.3,6,23,26.1,10,15,66.7,4,25,29,23,11,7,4,26,-11,
IND,IND vs. MIA,05/18/2014,W,48,107,35,68,51.5,8,19,42.1,29,37,78.4,7,31,38,23,12,4,3,15,11,
OKC,OKC @ LAC,05/15/2014,W,48,104,33,72,45.8,9,25,36.0,29,33,87.9,7,36,43,25,15,5,5,22,6,
WAS,WAS vs. IND,05/15/2014,L,48,80,31,79,39.2,2,18,11.1,16,20,80.0,9,31,40,17,11,4,3,23,-13,
LAC,LAC vs. OKC,05/15/2014,L,48,98,40,95,42.1,6,21,28.6,12,20,60.0,12,29,41,26,9,9,3,27,-6,
IND,IND @ WAS,05/15/2014,W,48,93,37,72,51.4,2,10,20.0,17,25,68.0,5,33,38,18,11,6,4,23,13,
SAS,SAS vs. POR,05/14/2014,W,48,104,42,89,47.2,9,21,42.9,11,16,68.8,9,38,47,24,8,13,4,19,22,
POR,POR @ SAS,05/14/2014,L,48,82,33,81,40.7,5,19,26.3,11,17,64.7,7,38,45,18,18,3,2,16,-22,
MIA,MIA vs. BKN,05/14/2014,W,48,96,29,67,43.3,9,29,31.0,29,31,93.5,7,26,33,18,10,5,4,16,2,
BKN,BKN @ MIA,05/14/2014,L,48,94,37,78,47.4,8,22,36.4,12,15,80.0,12,24,36,14,12,4,3,21,-2,
OKC,OKC vs. LAC,05/13/2014,W,48,105,33,77,42.9,7,17,41.2,32,36,88.9,7,37,44,14,13,9,5,21,1,
LAC,LAC @ OKC,05/13/2014,L,48,104,38,88,43.2,12,27,44.4,16,20,80.0,12,32,44,21,17,7,4,28,-1,
WAS,WAS @ IND,05/13/2014,W,48,102,41,82,50.0,5,18,27.8,15,19,78.9,18,44,62,21,19,8,3,22,23,
IND,IND vs. WAS,05/13/2014,L,48,79,30,77,39.0,6,15,40.0,13,22,59.1,4,19,23,19,11,8,5,20,-23,
BKN,BKN vs. MIA,05/12/2014,L,48,96,34,78,43.6,5,22,22.7,23,28,82.1,14,26,40,22,11,4,1,22,-6,
POR,POR vs. SAS,05/12/2014,W,48,103,43,98,43.9,7,21,33.3,10,13,76.9,14,39,53,17,13,4,4,20,11,
SAS,SAS @ POR,05/12/2014,L,48,92,39,88,44.3,3,18,16.7,11,19,57.9,8,38,46,13,11,8,3,18,-11,
MIA,MIA @ BKN,05/12/2014,W,48,102,37,70,52.9,8,24,33.3,20,27,74.1,7,27,34,14,10,8,6,23,6,
LAC,LAC vs. OKC,05/11/2014,W,48,101,39,93,41.9,3,21,14.3,20,29,69.0,15,30,45,23,9,11,4,24,2,
IND,IND @ WAS,05/11/2014,W,48,95,33,73,45.2,10,22,45.5,19,29,65.5,9,31,40,20,20,6,2,19,3,
WAS,WAS vs. IND,05/11/2014,L,48,92,36,79,45.6,5,15,33.3,15,19,78.9,7,29,36,22,14,11,8,23,-3,
OKC,OKC @ LAC,05/11/2014,L,48,99,33,75,44.0,7,24,29.2,26,34,76.5,9,34,43,17,16,6,8,27,-2,
SAS,SAS @ POR,05/10/2014,W,48,118,43,89,48.3,7,21,33.3,25,25,100,8,33,41,23,7,10,0,25,15,
POR,POR vs. SAS,05/10/2014,L,48,103,36,84,42.9,8,23,34.8,23,31,74.2,7,34,41,23,15,5,0,20,-15,
BKN,BKN vs. MIA,05/10/2014,W,48,104,38,72,52.8,15,25,60.0,13,17,76.5,9,34,43,26,15,6,1,23,14,
MIA,MIA @ BKN,05/10/2014,L,48,90,31,68,45.6,8,24,33.3,20,25,80.0,5,22,27,13,10,8,6,20,-14,
IND,IND @ WAS,05/09/2014,W,48,85,31,74,41.9,7,15,46.7,16,21,76.2,4,38,42,20,10,9,6,20,22,
LAC,LAC vs. OKC,05/09/2014,L,48,112,42,93,45.2,7,26,26.9,21,25,84.0,14,19,33,25,6,5,7,26,-6,
WAS,WAS vs. IND,05/09/2014,L,48,63,24,73,32.9,4,16,25.0,11,21,52.4,10,35,45,10,18,6,5,22,-22,
OKC,OKC @ LAC,05/09/2014,W,48,118,44,79,55.7,6,17,35.3,24,28,85.7,10,34,44,26,14,1,6,23,6,
SAS,SAS vs. POR,05/08/2014,W,48,114,48,90,53.3,12,20,60.0,6,14,42.9,11,30,41,27,9,7,8,17,17,
MIA,MIA vs. BKN,05/08/2014,W,48,94,35,71,49.3,10,24,41.7,14,18,77.8,6,30,36,17,8,10,7,14,12,
POR,POR @ SAS,05/08/2014,L,48,97,40,93,43.0,7,18,38.9,10,10,100,14,30,44,15,15,3,3,18,-17,
BKN,BKN @ MIA,05/08/2014,L,48,82,33,78,42.3,8,24,33.3,8,14,57.1,13,30,43,19,14,5,3,15,-12,
LAC,LAC @ OKC,05/07/2014,L,48,101,37,83,44.6,9,27,33.3,18,23,78.3,9,27,36,23,14,11,2,26,-11,
WAS,WAS @ IND,05/07/2014,L,48,82,36,80,45.0,5,21,23.8,5,12,41.7,11,32,43,20,10,5,3,21,-4,
IND,IND vs. WAS,05/07/2014,W,48,86,32,72,44.4,4,12,33.3,18,21,85.7,4,34,38,17,8,8,3,15,4,
OKC,OKC vs. LAC,05/07/2014,W,48,112,44,87,50.6,8,23,34.8,16,22,72.7,15,37,52,23,16,8,2,21,11,
BKN,BKN @ MIA,05/06/2014,L,48,86,33,70,47.1,10,24,41.7,10,17,58.8,6,26,32,11,13,5,1,18,-21,
SAS,SAS vs. POR,05/06/2014,W,48,116,44,87,50.6,7,16,43.8,21,25,84.0,13,32,45,21,12,12,2,21,24,
MIA,MIA vs. BKN,05/06/2014,W,48,107,42,74,56.8,9,23,39.1,14,16,87.5,4,33,37,22,10,4,4,17,21,
POR,POR @ SAS,05/06/2014,L,48,92,31,82,37.8,4,16,25.0,26,31,83.9,14,33,47,9,20,6,2,25,-24,
IND,IND vs. WAS,05/05/2014,L,48,96,33,81,40.7,8,17,47.1,22,27,81.5,6,30,36,16,13,6,5,26,-6,
LAC,LAC @ OKC,05/05/2014,W,48,122,45,82,54.9,15,29,51.7,17,30,56.7,6,25,31,26,9,8,1,24,17,
OKC,OKC vs. LAC,05/05/2014,L,48,105,39,85,45.9,9,28,32.1,18,23,78.3,15,32,47,17,18,5,4,22,-17,
WAS,WAS @ IND,05/05/2014,W,48,102,35,84,41.7,10,16,62.5,22,31,71.0,17,36,53,23,17,7,7,23,6,
DAL,DAL @ SAS,05/04/2014,L,48,96,36,88,40.9,9,25,36.0,15,17,88.2,11,28,39,21,14,6,2,21,-23,
SAS,SAS vs. DAL,05/04/2014,W,48,119,42,74,56.8,10,24,41.7,25,33,75.8,6,34,40,21,12,10,4,21,23,
BKN,BKN @ TOR,05/04/2014,W,48,104,37,81,45.7,8,23,34.8,22,30,73.3,16,26,42,16,8,5,3,26,1,
TOR,TOR vs. BKN,05/04/2014,L,48,103,35,73,47.9,4,13,30.8,29,33,87.9,10,28,38,13,9,4,3,27,-1,
IND,IND vs. ATL,05/03/2014,W,48,92,33,70,47.1,3,18,16.7,23,29,79.3,10,45,55,17,18,6,13,19,12,
ATL,ATL @ IND,05/03/2014,L,48,80,28,92,30.4,11,44,25.0,13,16,81.3,15,23,38,16,10,9,4,24,-12,
OKC,OKC vs. MEM,05/03/2014,W,48,120,42,69,60.9,11,19,57.9,25,30,83.3,9,24,33,22,20,7,2,28,11,
MEM,MEM @ OKC,05/03/2014,L,48,109,37,83,44.6,5,17,29.4,30,34,88.2,10,19,29,22,14,13,1,22,-11,
LAC,LAC vs. GSW,05/03/2014,W,48,126,46,83,55.4,8,24,33.3,26,33,78.8,7,31,38,26,14,14,7,21,5,
GSW,GSW @ LAC,05/03/2014,L,48,121,39,79,49.4,14,25,56.0,29,35,82.9,9,28,37,25,18,9,6,21,-5,
TOR,TOR @ BKN,05/02/2014,L,48,83,30,78,38.5,7,24,29.2,16,20,80.0,8,34,42,16,14,9,3,25,-14,
SAS,SAS @ DAL,05/02/2014,L,48,111,40,75,53.3,7,16,43.8,24,28,85.7,6,33,39,21,14,9,4,26,-2,
HOU,HOU @ POR,05/02/2014,L,48,98,34,75,45.3,7,19,36.8,23,31,74.2,14,30,44,19,17,8,3,20,-1,
POR,POR vs. HOU,05/02/2014,W,48,99,35,82,42.7,9,24,37.5,20,22,90.9,12,22,34,14,12,9,6,20,1,
BKN,BKN vs. TOR,05/02/2014,W,48,97,36,77,46.8,6,21,28.6,19,25,76.0,9,36,45,17,12,10,5,14,14,
DAL,DAL vs. SAS,05/02/2014,W,48,113,45,87,51.7,8,18,44.4,15,24,62.5,13,27,40,18,16,8,2,20,2,
OKC,OKC @ MEM,05/01/2014,W,48,104,37,75,49.3,7,21,33.3,23,25,92.0,8,39,47,15,13,7,11,19,20,
LAC,LAC @ GSW,05/01/2014,L,48,99,32,86,37.2,11,34,32.4,24,33,72.7,15,38,53,22,12,3,5,28,-1,
GSW,GSW vs. LAC,05/01/2014,W,48,100,35,89,39.3,7,24,29.2,23,37,62.2,18,32,50,20,8,7,4,24,1,
ATL,ATL vs. IND,05/01/2014,L,48,88,29,81,35.8,9,35,25.7,21,24,87.5,11,33,44,14,14,7,5,23,-7,
MEM,MEM vs. OKC,05/01/2014,L,48,84,31,83,37.3,3,14,21.4,19,28,67.9,11,25,36,19,10,5,1,19,-20,
IND,IND @ ATL,05/01/2014,W,48,95,33,77,42.9,6,20,30.0,23,27,85.2,9,38,47,15,13,7,3,27,7,
POR,POR @ HOU,04/30/2014,L,48,98,36,83,43.4,9,25,36.0,17,23,73.9,9,25,34,14,11,8,14,21,-10,
DAL,DAL @ SAS,04/30/2014,L,48,103,39,89,43.8,12,28,42.9,13,15,86.7,9,38,47,18,8,2,8,21,-6,
SAS,SAS vs. DAL,04/30/2014,W,48,109,41,88,46.6,8,16,50.0,19,27,70.4,12,35,47,24,6,6,5,15,6,
TOR,TOR vs. BKN,04/30/2014,W,48,115,37,77,48.1,12,26,46.2,29,36,80.6,9,28,37,21,13,6,2,25,2,
HOU,HOU vs. POR,04/30/2014,W,48,108,43,91,47.3,8,25,32.0,14,18,77.8,14,34,48,23,13,7,8,21,10,
BKN,BKN @ TOR,04/30/2014,L,48,113,40,75,53.3,11,23,47.8,22,30,73.3,10,24,34,22,15,8,4,27,-2,
CHI,CHI vs. WAS,04/29/2014,L,48,69,25,75,33.3,6,16,37.5,13,17,76.5,11,32,43,19,11,4,8,17,-6,
LAC,LAC vs. GSW,04/29/2014,W,48,113,37,76,48.7,8,20,40.0,31,41,75.6,12,29,41,20,12,10,4,21,10,
MEM,MEM @ OKC,04/29/2014,W,53,100,37,87,42.5,7,19,36.8,19,26,73.1,13,37,50,21,10,11,3,21,1,
OKC,OKC vs. MEM,04/29/2014,L,53,99,36,92,39.1,12,31,38.7,15,19,78.9,19,32,51,24,17,2,3,22,-1,
GSW,GSW @ LAC,04/29/2014,L,48,103,40,85,47.1,10,26,38.5,13,19,68.4,13,29,42,24,14,6,1,28,-10,
WAS,WAS @ CHI,04/29/2014,W,48,75,30,74,40.5,2,9,22.2,13,19,68.4,13,36,49,16,13,9,11,19,6,
DAL,DAL vs. SAS,04/28/2014,L,48,89,32,84,38.1,7,24,29.2,18,28,64.3,16,33,49,18,9,8,3,23,-4,
CHA,CHA vs. MIA,04/28/2014,L,48,98,35,69,50.7,7,25,28.0,21,30,70.0,6,30,36,22,16,4,6,24,-11,
IND,IND vs. ATL,04/28/2014,L,48,97,36,78,46.2,14,30,46.7,11,18,61.1,7,28,35,24,13,11,7,24,-10,
MIA,MIA @ CHA,04/28/2014,W,48,109,39,78,50.0,9,24,37.5,22,29,75.9,5,28,33,25,9,7,2,21,11,
ATL,ATL @ IND,04/28/2014,W,48,107,33,66,50.0,15,27,55.6,26,33,78.8,6,32,38,19,18,5,6,19,10,
SAS,SAS @ DAL,04/28/2014,W,48,93,36,80,45.0,5,17,29.4,16,22,72.7,11,38,49,16,15,4,2,20,4,
TOR,TOR @ BKN,04/27/2014,W,48,87,31,75,41.3,6,23,26.1,19,23,82.6,9,34,43,15,12,9,3,29,8,
POR,POR vs. HOU,04/27/2014,W,53,123,45,91,49.5,11,28,39.3,22,30,73.3,11,33,44,25,11,10,8,24,3,
WAS,WAS vs. CHI,04/27/2014,W,48,98,35,86,40.7,8,19,42.1,20,25,80.0,14,24,38,22,6,8,5,18,9,
BKN,BKN vs. TOR,04/27/2014,L,48,79,28,68,41.2,4,20,20.0,19,29,65.5,10,33,43,17,16,6,3,25,-8,
CHI,CHI @ WAS,04/27/2014,L,48,89,35,78,44.9,4,19,21.1,15,17,88.2,13,29,42,22,16,2,4,22,-9,
LAC,LAC @ GSW,04/27/2014,L,48,97,33,77,42.9,10,31,32.3,21,24,87.5,7,25,32,20,19,5,2,25,-21,
HOU,HOU @ POR,04/27/2014,L,53,120,41,84,48.8,11,28,39.3,27,38,71.1,14,35,49,16,16,5,4,27,-3,
GSW,GSW vs. LAC,04/27/2014,W,48,118,41,74,55.4,15,32,46.9,21,28,75.0,6,28,34,32,15,8,5,26,21,
DAL,DAL vs. SAS,04/26/2014,W,48,109,42,82,51.2,9,23,39.1,16,19,84.2,10,25,35,25,17,4,6,19,1,
SAS,SAS @ DAL,04/26/2014,L,48,108,44,81,54.3,6,18,33.3,14,17,82.4,10,26,36,26,15,14,4,20,-1,
OKC,OKC @ MEM,04/26/2014,W,53,92,33,90,36.7,8,28,28.6,18,20,90.0,20,38,58,14,21,8,11,22,3,
IND,IND @ ATL,04/26/2014,W,48,91,37,77,48.1,9,23,39.1,8,14,57.1,8,35,43,22,13,7,11,19,3,
ATL,ATL vs. IND,04/26/2014,L,48,88,30,84,35.7,11,31,35.5,17,17,100,9,32,41,22,14,8,4,18,-3,
CHA,CHA vs. MIA,04/26/2014,L,48,85,27,65,41.5,7,18,38.9,24,33,72.7,4,34,38,21,14,3,8,18,-13,
MEM,MEM vs. OKC,04/26/2014,L,53,89,35,94,37.2,6,20,30.0,13,23,56.5,18,31,49,19,14,13,4,19,-3,
MIA,MIA @ CHA,04/26/2014,W,48,98,36,83,43.4,9,18,50.0,17,20,85.0,6,33,39,26,7,8,7,25,13,
HOU,HOU @ POR,04/25/2014,W,53,121,45,105,42.9,12,31,38.7,19,22,86.4,22,31,53,20,9,4,4,28,5,
POR,POR vs. HOU,04/25/2014,L,53,116,41,90,45.6,10,27,37.0,24,28,85.7,13,34,47,21,11,5,10,24,-5,
TOR,TOR @ BKN,04/25/2014,L,48,98,31,67,46.3,7,22,31.8,29,37,78.4,8,27,35,18,19,5,3,31,-4,
WAS,WAS vs. CHI,04/25/2014,L,48,97,37,86,43.0,8,19,42.1,15,21,71.4,13,28,41,20,11,9,6,22,-3,
BKN,BKN vs. TOR,04/25/2014,W,48,102,33,67,49.3,7,20,35.0,29,37,78.4,3,26,29,21,12,7,2,32,4,
CHI,CHI @ WAS,04/25/2014,W,48,100,34,71,47.9,12,24,50.0,20,30,66.7,7,29,36,24,17,8,2,23,3,
ATL,ATL vs. IND,04/24/2014,W,48,98,28,73,38.4,12,34,35.3,30,37,81.1,4,37,41,21,14,4,4,19,13,
IND,IND @ ATL,04/24/2014,L,48,85,32,85,37.6,5,20,25.0,16,21,76.2,10,41,51,21,13,9,2,22,-13,
OKC,OKC @ MEM,04/24/2014,L,53,95,34,87,39.1,5,28,17.9,22,30,73.3,15,33,48,13,16,9,6,23,-3,
GSW,GSW vs. LAC,04/24/2014,L,48,96,37,89,41.6,6,31,19.4,16,24,66.7,18,34,52,26,17,6,6,18,-2,
LAC,LAC @ GSW,04/24/2014,W,48,98,40,86,46.5,8,28,28.6,10,23,43.5,14,33,47,25,13,11,6,20,2,
MEM,MEM vs. OKC,04/24/2014,W,53,98,41,92,44.6,4,16,25.0,12,15,80.0,13,34,47,21,15,9,1,21,3,
POR,POR @ HOU,04/23/2014,W,48,112,40,84,47.6,8,23,34.8,24,27,88.9,11,32,43,23,14,5,11,28,7,
MIA,MIA vs. CHA,04/23/2014,W,48,101,35,67,52.2,9,23,39.1,22,29,75.9,4,33,37,19,17,9,6,21,4,
DAL,DAL @ SAS,04/23/2014,W,48,113,45,92,48.9,8,21,38.1,15,16,93.8,14,21,35,19,8,13,3,19,21,
CHA,CHA @ MIA,04/23/2014,L,48,97,37,88,42.0,9,21,42.9,14,19,73.7,15,26,41,18,15,5,2,22,-4,
SAS,SAS vs. DAL,04/23/2014,L,48,92,32,64,50.0,10,20,50.0,18,29,62.1,9,23,32,17,24,1,3,19,-21,
HOU,HOU vs. POR,04/23/2014,L,48,105,39,90,43.3,3,16,18.8,24,30,80.0,14,28,42,16,15,7,4,27,-7,
ATL,ATL @ IND,04/22/2014,L,48,85,31,79,39.2,10,29,34.5,13,18,72.2,10,21,31,13,13,7,2,23,-16,
BKN,BKN @ TOR,04/22/2014,L,48,95,34,77,44.2,7,24,29.2,20,28,71.4,11,19,30,19,10,14,6,26,-5,
CHI,CHI vs. WAS,04/22/2014,L,53,99,38,88,43.2,5,17,29.4,18,24,75.0,17,32,49,23,14,6,5,23,-2,
WAS,WAS @ CHI,04/22/2014,W,53,101,38,80,47.5,9,23,39.1,16,28,57.1,8,34,42,23,12,10,6,26,2,
TOR,TOR vs. BKN,04/22/2014,W,48,100,37,78,47.4,2,16,12.5,24,29,82.8,19,33,52,19,21,3,3,21,5,
IND,IND vs. ATL,04/22/2014,W,48,101,36,68,52.9,8,17,47.1,21,27,77.8,8,30,38,25,17,8,4,18,16,
GSW,GSW @ LAC,04/21/2014,L,48,98,36,76,47.4,4,19,21.1,22,27,81.5,13,23,36,18,26,8,4,33,-40,
LAC,LAC vs. GSW,04/21/2014,W,48,138,47,83,56.6,12,25,48.0,32,35,91.4,9,25,34,29,13,15,5,22,40,
MEM,MEM @ OKC,04/21/2014,W,53,111,43,87,49.4,4,10,40.0,21,24,87.5,12,35,47,30,9,5,3,20,6,
OKC,OKC vs. MEM,04/21/2014,L,53,105,37,93,39.8,9,30,30.0,22,25,88.0,16,33,49,20,9,6,10,22,-6,
MIA,MIA vs. CHA,04/20/2014,W,48,99,35,76,46.1,11,23,47.8,18,26,69.2,6,32,38,14,9,5,3,12,11,
WAS,WAS @ CHI,04/20/2014,W,48,102,36,74,48.6,4,11,36.4,26,35,74.3,9,36,45,21,10,5,5,26,9,
SAS,SAS vs. DAL,04/20/2014,W,48,90,35,81,43.2,3,17,17.6,17,22,77.3,8,40,48,14,10,6,3,16,5,
POR,POR @ HOU,04/20/2014,W,53,122,42,97,43.3,9,27,33.3,29,39,74.4,17,37,54,14,12,7,6,32,2,
HOU,HOU vs. POR,04/20/2014,L,53,120,43,105,41.0,8,35,22.9,26,40,65.0,22,37,59,16,13,5,7,33,-2,
DAL,DAL @ SAS,04/20/2014,L,48,85,35,85,41.2,6,18,33.3,9,13,69.2,9,31,40,15,8,5,5,19,-5,
CHI,CHI vs. WAS,04/20/2014,L,48,93,34,81,42.0,5,20,25.0,20,26,76.9,13,26,39,13,8,5,3,25,-9,
CHA,CHA @ MIA,04/20/2014,L,48,88,36,79,45.6,8,21,38.1,8,12,66.7,8,36,44,18,15,5,2,17,-11,
LAC,LAC vs. GSW,04/19/2014,L,48,105,36,85,42.4,10,22,45.5,23,35,65.7,16,26,42,24,17,13,7,24,-4,
GSW,GSW @ LAC,04/19/2014,W,48,109,40,90,44.4,11,27,40.7,18,25,72.0,15,33,48,26,23,5,6,27,4,
TOR,TOR vs. BKN,04/19/2014,L,48,87,28,71,39.4,8,23,34.8,23,25,92.0,8,37,45,22,19,3,4,23,-7,
IND,IND vs. ATL,04/19/2014,L,48,93,34,81,42.0,9,21,42.9,16,23,69.6,14,32,46,19,17,8,4,29,-8,
BKN,BKN @ TOR,04/19/2014,W,48,94,34,80,42.5,4,24,16.7,22,27,81.5,7,30,37,16,9,9,2,19,7,
ATL,ATL @ IND,04/19/2014,W,48,101,33,76,43.4,11,30,36.7,24,29,82.8,9,33,42,13,12,6,7,20,8,
OKC,OKC vs. MEM,04/19/2014,W,48,100,34,76,44.7,4,16,25.0,28,32,87.5,7,44,51,22,13,3,10,25,14,
MEM,MEM @ OKC,04/19/2014,L,48,86,33,91,36.3,2,11,18.2,18,31,58.1,13,28,41,20,6,7,4,24,-14,
