Unnamed: 0_left,Team_left,Match Up_left,Game Date_left,W/L_left,MIN_left,PTS_left,FGM_left,FGA_left,FG%_left,3PM_left,3PA_left,3P%_left,FTM_left,FTA_left,FT%_left,OREB_left,DREB_left,REB_left,AST_left,STL_left,BLK_left,TOV_left,PF_left,+/-_left,winrate 35_left,Unnamed: 0_right,Team_right,Match Up_right,Game Date_right,W/L_right,MIN_right,PTS_right,FGM_right,FGA_right,FG%_right,3PM_right,3PA_right,3P%_right,FTM_right,FTA_right,FT%_right,OREB_right,DREB_right,REB_right,AST_right,STL_right,BLK_right,TOV_right,PF_right,+/-_right,winrate 35_right
35,GSW,GSW @ SAS,11/18/2018,L,240,111.06060606060606,42.21212121212121,86.87878787878788,48.03030303030303,10.575757575757576,27.515151515151516,37.45454545454545,16.060606060606062,19.484848484848484,82.18181818181819,9.333333333333334,34.666666666666664,44.0,27.0,7.454545454545454,6.090909090909091,14.606060606060606,21.181818181818183,2.3333333333333335,0.5757575757575758,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PHX,PHX vs. OKC,11/17/2018,L,240,102.03448275862068,38.0,84.6896551724138,44.6551724137931,10.068965517241379,30.03448275862069,33.41379310344828,15.96551724137931,21.17241379310345,75.48275862068965,8.448275862068966,34.3448275862069,42.793103448275865,22.689655172413794,7.275862068965517,3.8275862068965516,17.310344827586206,21.655172413793103,-11.137931034482758,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,
39,DAL,DAL vs. GSW,11/17/2018,W,240,105.87096774193549,39.25806451612903,87.12903225806451,44.74193548387097,11.741935483870968,33.87096774193548,34.774193548387096,15.612903225806452,20.838709677419356,73.90322580645162,9.483870967741936,34.41935483870968,43.903225806451616,23.06451612903226,6.935483870967742,4.354838709677419,14.32258064516129,20.096774193548388,-1.7096774193548387,0.3225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CHI,CHI vs. TOR,11/17/2018,L,240,103.36363636363636,38.60606060606061,88.6969696969697,43.09090909090909,11.06060606060606,31.181818181818183,34.96969696969697,15.090909090909092,19.87878787878788,75.33333333333333,9.333333333333334,34.06060606060606,43.39393939393939,22.757575757575758,8.151515151515152,4.0,14.727272727272727,19.96969696969697,-9.484848484848484,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,
43,HOU,HOU vs. SAC,11/17/2018,W,240,105.0625,37.21875,85.15625,43.46875,14.28125,42.15625,33.59375,16.34375,22.375,73.1875,9.5625,32.9375,42.5,20.34375,7.90625,5.53125,13.5,20.28125,3.1875,0.65625,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PHI,PHI @ CHA,11/17/2018,W,265,114.85714285714286,42.285714285714285,89.51428571428572,46.74285714285714,11.885714285714286,32.57142857142857,36.05714285714286,18.4,24.685714285714287,74.22857142857143,10.485714285714286,38.97142857142857,49.457142857142856,29.142857142857142,7.8,5.8,15.114285714285714,22.428571428571427,6.942857142857143,0.7714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BOS,BOS vs. UTA,11/17/2018,L,240,104.16129032258064,38.29032258064516,86.96774193548387,43.645161290322584,11.64516129032258,31.161290322580644,37.38709677419355,15.935483870967742,20.451612903225808,77.19354838709677,10.096774193548388,35.516129032258064,45.61290322580645,23.193548387096776,8.03225806451613,4.67741935483871,14.483870967741936,19.29032258064516,2.064516129032258,0.5806451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,
49,LAL,LAL @ ORL,11/17/2018,L,240,111.3225806451613,41.61290322580645,88.96774193548387,46.32258064516129,10.903225806451612,30.967741935483872,35.12903225806452,17.193548387096776,23.483870967741936,72.90322580645162,10.290322580645162,36.12903225806452,46.41935483870968,24.548387096774192,7.67741935483871,5.096774193548387,15.64516129032258,20.806451612903224,0.12903225806451613,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ATL,ATL @ IND,11/17/2018,L,240,105.58064516129032,38.87096774193548,87.96774193548387,43.96774193548387,12.0,35.064516129032256,33.806451612903224,15.838709677419354,21.483870967741936,74.51612903225806,8.870967741935484,36.03225806451613,44.903225806451616,24.483870967741936,7.193548387096774,4.516129032258065,16.774193548387096,20.903225806451612,-9.35483870967742,0.22580645161290322,,,,,,,,,,,,,,,,,,,,,,,,,,
53,NOP,NOP vs. DEN,11/17/2018,W,240,113.0,43.696969696969695,90.78787878787878,47.696969696969695,9.181818181818182,26.21212121212121,34.303030303030305,16.424242424242426,21.545454545454547,76.27272727272727,10.212121212121213,36.75757575757576,46.96969696969697,27.181818181818183,7.7272727272727275,6.363636363636363,14.606060606060606,20.454545454545453,2.0606060606060606,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,
55,LAC,LAC @ BKN,11/17/2018,W,240,111.59375,41.125,86.46875,47.21875,8.53125,22.84375,35.96875,20.8125,27.4375,74.0625,10.1875,34.71875,44.90625,22.1875,6.21875,4.5625,14.75,21.1875,-0.34375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHI,CHI @ MIL,11/16/2018,L,240,103.34375,38.53125,88.53125,43.09375,11.0,31.125,34.84375,15.28125,20.09375,75.53125,9.5,34.125,43.625,22.78125,8.15625,4.03125,14.8125,20.125,-9.1875,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,
59,SAC,SAC @ MEM,11/16/2018,L,240,105.06451612903226,40.87096774193548,89.0,45.483870967741936,9.580645161290322,26.161290322580644,36.29032258064516,13.741935483870968,19.548387096774192,70.0,9.580645161290322,34.38709677419355,43.96774193548387,23.580645161290324,7.387096774193548,4.516129032258065,13.774193548387096,21.93548387096774,-2.3870967741935485,0.4838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,
61,NOP,NOP vs. NYK,11/16/2018,W,240,112.5,43.5625,90.53125,47.6875,9.15625,25.96875,34.46875,16.21875,21.21875,76.4375,10.1875,36.5625,46.75,27.1875,7.8125,6.40625,14.59375,20.3125,1.96875,0.53125,,,,,,,,,,,,,,,,,,,,,,,,,,
